DatasetID,ProfileKey,Direction,MCSTable,MCSIndex,Rank,Channel,TargetBLER,ThresholdDb,CILowDb,CIHighDb,TrainingSHA256,HoldoutError,DatasetSHA256,Status
RSLA-CQI-CAL-0057,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,12,1,CDL-C,0.1,2.2,1.7,2.7,d51603cfec9f9ffe70cd8f272bc5dbebb98665bbc224a0308e1071e1e9300e8e,0.05,17909e22a8ad7f93b371b3f4069cdd9cad46d48a3c967b9c2e9ae9ac098f0d01,PASS
RSLA-CQI-CAL-0058,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,12,2,AWGN,0.1,2.7,2.2,3.2,93200f6c627ec8dc4c1526bb49530ac7d0b82ca451a95db413f8ac48d6933dd9,0.05,b96527ad1ca258e1a8be29a1c0bfd29fd6c5f956763303f22e0b586ade90d58a,PASS
RSLA-CQI-CAL-0059,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,12,2,TDL-C,0.1,2.7,2.2,3.2,fdcd4d0c85b859b4c30c641b1fd84890ba00007690c3032203c60e5b9d33b88a,0.05,aa06f6b04923d84ef294a49f5829c6c499a965361a20ccf66d7a03036ef6b9fa,PASS
RSLA-CQI-CAL-0060,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,12,2,CDL-C,0.1,2.7,2.2,3.2,830dc07ee4a643bfd1046f216bbec8bf3f0e3b172cdc0b4c246c5c1e18f608bb,0.05,63a4e149b43dd6f4c8cc85db659da89f379df625877ac1553ecec4c6bd806a8f,PASS
RSLA-CQI-CAL-0061,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,12,4,AWGN,0.1,3.7,3.2,4.2,7cd0e2d4656112e3c2119b53894652bffebedcb5eca7f87503f62db005cfbb74,0.05,7c1d6d2cc376cd6861d18165952453931149331d125b88ebc82185654645e822,PASS
RSLA-CQI-CAL-0062,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,12,4,TDL-C,0.1,3.7,3.2,4.2,a321d1a2caa436d8f34bba16694ca08356ea1c6704eea7c13689bd7232f4ff51,0.05,7e673010a154113c06bff31d6a878a860481659ceb35cfdef51e09e93c79f2fd,PASS
RSLA-CQI-CAL-0063,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,12,4,CDL-C,0.1,3.7,3.2,4.2,78305eceae808b0f36a5a038ee50dd7d98c410fad6ffb9c3856030834f5e56ad,0.05,d9559e2db735e1b475bc1a08ffb3ea31246b0876dbdbfe67ebb903efe7301df2,PASS
RSLA-CQI-CAL-0064,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,14,1,AWGN,0.1,3.9,3.4,4.4,72dab874d71c44ec2ff3bc6b83f49f6d1869e760857bdccbd319231c0434496a,0.05,2c5411243081fa1b6f6f3ea9a80d8ab8254d837fa7fbd1358f0c0358a1cd991c,PASS
RSLA-CQI-CAL-0065,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,14,1,TDL-C,0.1,3.9,3.4,4.4,d5a8514822fb1bbd3c523967fd2a83b73f94a3aacdf415e7aa40bea77dd4f470,0.05,feb8f63f05c136c343ab88509afbc981b0af42997d598245897ce775111e5680,PASS
RSLA-CQI-CAL-0066,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,14,1,CDL-C,0.1,3.9,3.4,4.4,c584a2e3428ec27d8a2458ad3010c9a2d1ab8f797db420e0bc959d5089ed2dfc,0.05,aa7fdc8bc34298567af684c1d6024aff1db6f7e6fa538c2a25527793110c7d36,PASS
RSLA-CQI-CAL-0067,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,14,2,AWGN,0.1,4.4,3.9,4.9,635c77d6c52c88dd4e7d476f24b0db4a81ba68aab07ebdf1109071166715725d,0.05,4ec8cd1c7ce5deb89af0cf504a33d7c49e1197a162dedbd829b6f47d4e10dc54,PASS
RSLA-CQI-CAL-0068,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,14,2,TDL-C,0.1,4.4,3.9,4.9,7e412f035f8464b4b1a73e14950a1d4a2e59ee00c76ee5cd6ee6e0ca575022e7,0.05,1bf34503251250e43466be20cc2735cdcd72fbef008d33575648196462dac296,PASS
RSLA-CQI-CAL-0069,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,14,2,CDL-C,0.1,4.4,3.9,4.9,8c1f16c33f1d7a337a14c3b18f6caf7a8bb0e01c5ca244b2b95b872ab66461d9,0.05,a68c8dbcffc96ea82a813bac2f909ed616984ef44d21b7498b8534bdb56e884a,PASS
RSLA-CQI-CAL-0070,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,14,4,AWGN,0.1,5.4,4.9,5.9,2ff6a2dfc1112fa4cd3fcb4845efe8b4b9ca667ab4a8c1f415e7f214d8f8d97a,0.05,8600db1d60df0c687b1b1383f352b6cc70cddf88eb0d0c63740e71d7f28f5187,PASS
RSLA-CQI-CAL-0071,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,14,4,TDL-C,0.1,5.4,4.9,5.9,58e11e0319b83424bc914372dafb90c49e615d8469d09e7d033fcc39bdcf60bb,0.05,12da7c3c61d9b6223ac90033ff884d8d89edfab65765134aa66b7c6df6775a9f,PASS
RSLA-CQI-CAL-0072,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,14,4,CDL-C,0.1,5.4,4.9,5.9,232eed0e2f25093245eefcf3c008492e840a54d33f604ea3f09272653a0cee43,0.05,29cc97d1fe9232d71e034d37e43be259b78bb954eda412f3f729ef26e68dc2c3,PASS
RSLA-CQI-CAL-0073,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,16,1,AWGN,0.1,5.6,5.1,6.1,b30d46a60e505bd9ff218301a5f8855ee2b0547ee2a8c62fea25cd0cd50fd3da,0.05,ad2955013fefb6ad01394300ffce9fcb7d5f0bf45193b944956f6a783155e3ef,PASS
RSLA-CQI-CAL-0074,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,16,1,TDL-C,0.1,5.6,5.1,6.1,c3a74b67174b4be4299054bd2497853e9c7d1ab422632bd06974222a0026bc4a,0.05,61cda3947224aee3a3c4a22a1db3297c9a4bfee6cbfb2f9b30a9e943f442cb22,PASS
