kind,section_slug,section_title,domain,record_kind,name,route,mysql_view_name,logical_path,required_columns,mandatory_context_columns,lineage,formula,metric_unit,valid_sample_count_required,missing_sample_count_required,default_status,smoke_visible_default,placeholder_flag_default,fallback_flag_default,reference_smoke_runtime_status,reference_smoke_match_count,reference_smoke_implemented_count,reference_smoke_partial_count,reference_smoke_unavailable_count,reference_smoke_blocked_count,reference_smoke_output_examples,reference_smoke_artifact_examples,canonical_gap_classification
reports,srs-ul-sounding-massive-mimo-inputs,SRS / UL Sounding / Massive MIMO Inputs,srs,table,live_csi_output_table,/reports/srs-ul-sounding-massive-mimo-inputs/tables/live_csi_output_table,live_csi_output_table_v,reports/csv/live_csi_output_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;srs_seq_id;port_count;comb;estimator_type;channel_estimate_artifact_id;csi_output_artifact_id;scheduler_consumed_flag;beam_training_consumed_flag;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,18,10,0,8,0,pdcch_dci_table;ssb_pbch_table;csi_rs_table;prach_table;pucch_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,channel-interference-impairments,Channel / Interference / Impairments,channel,table,live_channel_realization_table,/reports/channel-interference-impairments/tables/live_channel_realization_table,live_channel_realization_table_v,reports/csv/live_channel_realization_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ChannelModel;RequestedChannelModel;ObservedChannelModel;serving_interferer_role;pathloss_db;shadowing_db;o2i_db;delay_spread;angle_spread;DopplerHz;DopplerSourceMode;DopplerValueRole;EstimatedDopplerHz;DopplerError_Hz;InjectedCFO_Hz;TrueCFO_Hz;EstimatedCFO_PreCorrection_Hz;EstimatedCFO_Hz;ResidualCFO_PostCorrection_Hz;CFOError_Hz;true_timing_offset;estimated_timing_offset;residual_timing_offset;phase_tracking_error;phase_noise;iq_imbalance;pa_nonlinearity;clipping;quantization;InterferenceMode;ResidualInterferencePower_dB;InterferenceContributorCount;InterferenceAggregatedRxPower_dBm;InterferencePowerSource;FullInterfererChannelTruthUsed;ChannelAgingLoss_dB;InterpolationLoss_dB;MismatchSensitivity_dB;channel_tensor_artifact_id;interferer_waveform_artifact_id;impairment_order_trace;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_partial_evidence_present_noncanonical,8,0,5,3,0,table_channel_summary;table_noise_interference;table_link_budget;interference_waterfall_plot;root_cause_candidate_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,channel-interference-impairments,Channel / Interference / Impairments,channel,table,live_interference_table,/reports/channel-interference-impairments/tables/live_interference_table,live_interference_table_v,reports/csv/live_interference_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ChannelModel;RequestedChannelModel;ObservedChannelModel;serving_interferer_role;pathloss_db;shadowing_db;o2i_db;delay_spread;angle_spread;DopplerHz;DopplerSourceMode;DopplerValueRole;EstimatedDopplerHz;DopplerError_Hz;InjectedCFO_Hz;TrueCFO_Hz;EstimatedCFO_PreCorrection_Hz;EstimatedCFO_Hz;ResidualCFO_PostCorrection_Hz;CFOError_Hz;true_timing_offset;estimated_timing_offset;residual_timing_offset;phase_tracking_error;phase_noise;iq_imbalance;pa_nonlinearity;clipping;quantization;InterferenceMode;ResidualInterferencePower_dB;InterferenceContributorCount;InterferenceAggregatedRxPower_dBm;InterferencePowerSource;FullInterfererChannelTruthUsed;ChannelAgingLoss_dB;InterpolationLoss_dB;MismatchSensitivity_dB;channel_tensor_artifact_id;interferer_waveform_artifact_id;impairment_order_trace;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_partial_evidence_present_noncanonical,8,0,5,3,0,table_channel_summary;table_noise_interference;table_link_budget;interference_waterfall_plot;root_cause_candidate_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,channel-interference-impairments,Channel / Interference / Impairments,channel,table,live_impairment_table,/reports/channel-interference-impairments/tables/live_impairment_table,live_impairment_table_v,reports/csv/live_impairment_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ChannelModel;RequestedChannelModel;ObservedChannelModel;serving_interferer_role;pathloss_db;shadowing_db;o2i_db;delay_spread;angle_spread;DopplerHz;DopplerSourceMode;DopplerValueRole;EstimatedDopplerHz;DopplerError_Hz;InjectedCFO_Hz;TrueCFO_Hz;EstimatedCFO_PreCorrection_Hz;EstimatedCFO_Hz;ResidualCFO_PostCorrection_Hz;CFOError_Hz;true_timing_offset;estimated_timing_offset;residual_timing_offset;phase_tracking_error;phase_noise;iq_imbalance;pa_nonlinearity;clipping;quantization;InterferenceMode;ResidualInterferencePower_dB;InterferenceContributorCount;InterferenceAggregatedRxPower_dBm;InterferencePowerSource;FullInterfererChannelTruthUsed;ChannelAgingLoss_dB;InterpolationLoss_dB;MismatchSensitivity_dB;channel_tensor_artifact_id;interferer_waveform_artifact_id;impairment_order_trace;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_partial_evidence_present_noncanonical,8,0,5,3,0,table_channel_summary;table_noise_interference;table_link_budget;interference_waterfall_plot;root_cause_candidate_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,channel-interference-impairments,Channel / Interference / Impairments,channel,table,live_tracking_table,/reports/channel-interference-impairments/tables/live_tracking_table,live_tracking_table_v,reports/csv/live_tracking_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ChannelModel;RequestedChannelModel;ObservedChannelModel;serving_interferer_role;pathloss_db;shadowing_db;o2i_db;delay_spread;angle_spread;DopplerHz;DopplerSourceMode;DopplerValueRole;EstimatedDopplerHz;DopplerError_Hz;InjectedCFO_Hz;TrueCFO_Hz;EstimatedCFO_PreCorrection_Hz;EstimatedCFO_Hz;ResidualCFO_PostCorrection_Hz;CFOError_Hz;true_timing_offset;estimated_timing_offset;residual_timing_offset;phase_tracking_error;phase_noise;iq_imbalance;pa_nonlinearity;clipping;quantization;InterferenceMode;ResidualInterferencePower_dB;InterferenceContributorCount;InterferenceAggregatedRxPower_dBm;InterferencePowerSource;FullInterfererChannelTruthUsed;ChannelAgingLoss_dB;InterpolationLoss_dB;MismatchSensitivity_dB;channel_tensor_artifact_id;interferer_waveform_artifact_id;impairment_order_trace;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_partial_evidence_present_noncanonical,8,0,5,3,0,table_channel_summary;table_noise_interference;table_link_budget;interference_waterfall_plot;root_cause_candidate_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,measurements-csi-link-adaptation-inputs,Measurements / CSI / Link Adaptation Inputs,measurement,table,live_measurement_table,/reports/measurements-csi-link-adaptation-inputs/tables/live_measurement_table,live_measurement_table_v,reports/csv/live_measurement_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredSNR_dB;ConfiguredSNRSource;SNRValueRole;AppliedAWGNSNR_dB;MeasuredTrialSINR_dB;MeasuredTrialSINRSource;EstimatedWidebandSINR_dB;MeasuredWidebandSINR_dB;LargeScaleWidebandSINR_dB;LargeScaleSINR_dB;LargeScaleSINRSource;ServingRSRP_dBm;ServingRSRPSource;RSRP_dBm;RSRPSource;CSI_RSRP_dB;CSI_RSRPSource;AppliedLargeScaleGain_dB;AppliedLargeScaleGainSource;WidebandCQI;PMI;RI;CRI;SSBRI;RankEstimate;measurement_window_id;filter_id;report_trigger_reason;report_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,4,3,1,0,0,table_cqi_pmi_ri;table_mcs_tbs_evolution;timing_synchronization_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,measurements-csi-link-adaptation-inputs,Measurements / CSI / Link Adaptation Inputs,measurement,table,live_csi_feedback_table,/reports/measurements-csi-link-adaptation-inputs/tables/live_csi_feedback_table,live_csi_feedback_table_v,reports/csv/live_csi_feedback_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredSNR_dB;ConfiguredSNRSource;SNRValueRole;AppliedAWGNSNR_dB;MeasuredTrialSINR_dB;MeasuredTrialSINRSource;EstimatedWidebandSINR_dB;MeasuredWidebandSINR_dB;LargeScaleWidebandSINR_dB;LargeScaleSINR_dB;LargeScaleSINRSource;ServingRSRP_dBm;ServingRSRPSource;RSRP_dBm;RSRPSource;CSI_RSRP_dB;CSI_RSRPSource;AppliedLargeScaleGain_dB;AppliedLargeScaleGainSource;WidebandCQI;PMI;RI;CRI;SSBRI;RankEstimate;measurement_window_id;filter_id;report_trigger_reason;report_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,4,3,1,0,0,table_cqi_pmi_ri;table_mcs_tbs_evolution;timing_synchronization_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,measurements-csi-link-adaptation-inputs,Measurements / CSI / Link Adaptation Inputs,measurement,table,live_link_adaptation_input_table,/reports/measurements-csi-link-adaptation-inputs/tables/live_link_adaptation_input_table,live_link_adaptation_input_table_v,reports/csv/live_link_adaptation_input_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredSNR_dB;ConfiguredSNRSource;SNRValueRole;AppliedAWGNSNR_dB;MeasuredTrialSINR_dB;MeasuredTrialSINRSource;EstimatedWidebandSINR_dB;MeasuredWidebandSINR_dB;LargeScaleWidebandSINR_dB;LargeScaleSINR_dB;LargeScaleSINRSource;ServingRSRP_dBm;ServingRSRPSource;RSRP_dBm;RSRPSource;CSI_RSRP_dB;CSI_RSRPSource;AppliedLargeScaleGain_dB;AppliedLargeScaleGainSource;WidebandCQI;PMI;RI;CRI;SSBRI;RankEstimate;measurement_window_id;filter_id;report_trigger_reason;report_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,4,3,1,0,0,table_cqi_pmi_ri;table_mcs_tbs_evolution;timing_synchronization_table,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,beamforming-precoding-mimo-massive-mimo,Beamforming / Precoding / MIMO / Massive MIMO,beam_mimo,table,live_beam_selection_table,/reports/beamforming-precoding-mimo-massive-mimo/tables/live_beam_selection_table,live_beam_selection_table_v,reports/csv/live_beam_selection_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredBeamSelectionStrategy;BeamSelectionStrategy;BeamIndexSet;AppliedBeamIndexSet;SelectedBeamIndex;BestBeamIndex;BeamHit;TopKBeamHit;BeamCandidateCount;SelectedBeamGain_dB;BestBeamGain_dB;BeamGainGap_dB;PrecoderSource;PrecodingMode;PrecodingApplicationStage;PrecodingActive;BeamformingApplied;TransformPrecodingApplied;ExplicitBeamWeightsApplied;AppliedPrecoderPMI;AppliedPrecoderPMIType;AppliedPrecoderCodebookMode;PrecodingNumPorts;PrecodingNumLayers;PrecodingMatrixRows;PrecodingMatrixCols;RankEstimate;ConditionNumber_dB;user_group_id;calibration_flag;reciprocity_flag;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,7,4,2,1,0,beam_precoder_table;beamforming_analytics_table;mimo_rank_utilization_table;rank_layer_usage_histogram,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,beamforming-precoding-mimo-massive-mimo,Beamforming / Precoding / MIMO / Massive MIMO,beam_mimo,table,live_precoder_table,/reports/beamforming-precoding-mimo-massive-mimo/tables/live_precoder_table,live_precoder_table_v,reports/csv/live_precoder_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredBeamSelectionStrategy;BeamSelectionStrategy;BeamIndexSet;AppliedBeamIndexSet;SelectedBeamIndex;BestBeamIndex;BeamHit;TopKBeamHit;BeamCandidateCount;SelectedBeamGain_dB;BestBeamGain_dB;BeamGainGap_dB;PrecoderSource;PrecodingMode;PrecodingApplicationStage;PrecodingActive;BeamformingApplied;TransformPrecodingApplied;ExplicitBeamWeightsApplied;AppliedPrecoderPMI;AppliedPrecoderPMIType;AppliedPrecoderCodebookMode;PrecodingNumPorts;PrecodingNumLayers;PrecodingMatrixRows;PrecodingMatrixCols;RankEstimate;ConditionNumber_dB;user_group_id;calibration_flag;reciprocity_flag;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,7,4,2,1,0,beam_precoder_table;beamforming_analytics_table;mimo_rank_utilization_table;rank_layer_usage_histogram,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,beamforming-precoding-mimo-massive-mimo,Beamforming / Precoding / MIMO / Massive MIMO,beam_mimo,table,live_combiner_table,/reports/beamforming-precoding-mimo-massive-mimo/tables/live_combiner_table,live_combiner_table_v,reports/csv/live_combiner_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredBeamSelectionStrategy;BeamSelectionStrategy;BeamIndexSet;AppliedBeamIndexSet;SelectedBeamIndex;BestBeamIndex;BeamHit;TopKBeamHit;BeamCandidateCount;SelectedBeamGain_dB;BestBeamGain_dB;BeamGainGap_dB;PrecoderSource;PrecodingMode;PrecodingApplicationStage;PrecodingActive;BeamformingApplied;TransformPrecodingApplied;ExplicitBeamWeightsApplied;AppliedPrecoderPMI;AppliedPrecoderPMIType;AppliedPrecoderCodebookMode;PrecodingNumPorts;PrecodingNumLayers;PrecodingMatrixRows;PrecodingMatrixCols;RankEstimate;ConditionNumber_dB;user_group_id;calibration_flag;reciprocity_flag;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,7,4,2,1,0,beam_precoder_table;beamforming_analytics_table;mimo_rank_utilization_table;rank_layer_usage_histogram,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,beamforming-precoding-mimo-massive-mimo,Beamforming / Precoding / MIMO / Massive MIMO,beam_mimo,table,live_mimo_state_table,/reports/beamforming-precoding-mimo-massive-mimo/tables/live_mimo_state_table,live_mimo_state_table_v,reports/csv/live_mimo_state_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredBeamSelectionStrategy;BeamSelectionStrategy;BeamIndexSet;AppliedBeamIndexSet;SelectedBeamIndex;BestBeamIndex;BeamHit;TopKBeamHit;BeamCandidateCount;SelectedBeamGain_dB;BestBeamGain_dB;BeamGainGap_dB;PrecoderSource;PrecodingMode;PrecodingApplicationStage;PrecodingActive;BeamformingApplied;TransformPrecodingApplied;ExplicitBeamWeightsApplied;AppliedPrecoderPMI;AppliedPrecoderPMIType;AppliedPrecoderCodebookMode;PrecodingNumPorts;PrecodingNumLayers;PrecodingMatrixRows;PrecodingMatrixCols;RankEstimate;ConditionNumber_dB;user_group_id;calibration_flag;reciprocity_flag;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,7,4,2,1,0,beam_precoder_table;beamforming_analytics_table;mimo_rank_utilization_table;rank_layer_usage_histogram,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
reports,beamforming-precoding-mimo-massive-mimo,Beamforming / Precoding / MIMO / Massive MIMO,beam_mimo,table,live_user_grouping_table,/reports/beamforming-precoding-mimo-massive-mimo/tables/live_user_grouping_table,live_user_grouping_table_v,reports/csv/live_user_grouping_table.csv,direction;ue_id;bs_id;sfn;slot;symbol;run_id;trial_id;run_uuid;run_tag;scenario_id;timestamp_utc;data_origin;status;value_role;value_source;value_status;finalized_flag;partial_row_flag;fallback_flag;placeholder_flag;config_only_flag;cell_id;sector_id;site_id;trp_id;link_id;carrier_id;bwp_id;numerology;scs_khz;bandwidth_hz;center_frequency_hz;duplex_mode;beam_id;layer_id;codeword_id;harq_process_id;rv;channel_name;signal_name;block_name;function_name;stage_name;metric_name;metric_value;metric_unit;artifact_id;git_sha;build_id;config_hash;seed;source_system;source_db;source_schema;source_table;source_pk;na_reason;ConfiguredBeamSelectionStrategy;BeamSelectionStrategy;BeamIndexSet;AppliedBeamIndexSet;SelectedBeamIndex;BestBeamIndex;BeamHit;TopKBeamHit;BeamCandidateCount;SelectedBeamGain_dB;BestBeamGain_dB;BeamGainGap_dB;PrecoderSource;PrecodingMode;PrecodingApplicationStage;PrecodingActive;BeamformingApplied;TransformPrecodingApplied;ExplicitBeamWeightsApplied;AppliedPrecoderPMI;AppliedPrecoderPMIType;AppliedPrecoderCodebookMode;PrecodingNumPorts;PrecodingNumLayers;PrecodingMatrixRows;PrecodingMatrixCols;RankEstimate;ConditionNumber_dB;user_group_id;calibration_flag;reciprocity_flag;stage_latency_ms;stage_status,direction;ue_id;bs_id;sfn;slot;symbol,required,runtime truth fact table,table_defined,false,false,unavailable_until_canonical_artifact_or_db_view_exists,false,false,false,runtime_evidence_present_noncanonical,7,4,2,1,0,beam_precoder_table;beamforming_analytics_table;mimo_rank_utilization_table;rank_layer_usage_histogram,reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv;reports/csv/output_coverage_registry.csv,canonical_live_table_or_view_missing_but_runtime_evidence_present
