ImageFile,SourceCSV,Width,Height,AxesCount,SeriesCount,FinitePointCount,ExpectedXLabel,ActualXLabel,ExpectedYLabel,ActualYLabel,ExpectedTitleToken,ActualTitle,SourceCSV_SHA256,PNG_SHA256,Status
pdsch_impact_ptrs_evm.png,pdsch_impact_ptrs.csv,1200,760,1,1,3,PT-RS experiment,PT-RS experiment,EVM before correction,EVM before correction,PT-RS receiver impact,PT-RS receiver impact — executed component campaign,fe991ff8d70b9986f93b88571a8e35850e8a40d4f4014c7ba8c2021924dda373,a1337345d77f2398c86a6e93433cd6f9913da6ecdd43fbc3eb1ab900b2559491,PASS
pdsch_impact_ptrs_summary.png,pdsch_impact_rule_evaluation.csv,1200,760,1,1,24,Rule,Rule,Observed rule result,Observed rule result,PT-RS evidence gate,PT-RS evidence gate — executed component campaign,9a2dd1270db024430d3e578caf4410a86597a676c6e0997296961b3e63fa4613,82a288a4d65f4ed27e5fd79aa5b52b17bb6072a435f9194d5b9eea725863397f,PASS
pdsch_impact_assignment_authority.png,pdsch_impact_assignment.csv,1200,760,1,1,9,Assignment experiment,Assignment experiment,Observed assignment metric,Observed assignment metric,Decoded-grant authority impact,Decoded-grant authority impact — executed component campaign,672bafea6ed2a973c4ca0b3551c767e44c862a89b0da26d37e5d4fb73560a9ee,3bc7a9864155f2b12a85577ac6527a711edc631178d3c74638c6fc746135597f,PASS
pdsch_impact_assignment_effects.png,pdsch_impact_pairwise_effects.csv,1200,760,1,1,12,Finding family,Finding family,Baseline production metric,Baseline production metric,Assignment comparative effects,Assignment comparative effects — executed component campaign,84cf61190da0a316bd6dcb056ecde19720207ae08ef4a9d53d69b318d687c1de,b07b483c8258248ef099dd2678c9f857de9e327e4e6b73e2c3b3dca9268fc2c9,PASS
pdsch_impact_modulation_oracles.png,pdsch_impact_modulation.csv,1200,760,1,1,3,Modulation experiment,Modulation experiment,Mismatch count,Mismatch count,Modulation oracle impact,Modulation oracle impact — executed component campaign,94f009502806cb3355f2ec74e5a6e5d15c624f0e771a4a28d63821afd4963bcb,63f0e73c6b823726e4066dda74d3090bbd25fd0ed62df2d08e5e38c3ca5868cd,PASS
pdsch_impact_modulation_summary.png,pdsch_impact_independent_oracles.csv,1200,760,1,1,3,Oracle experiment,Oracle experiment,Maximum absolute error,Maximum absolute error,Independent modulation evidence,Independent modulation evidence — executed component campaign,3a6d2e5f2a40848da04a580cb1799fa889e651913ca2490379959eb440fba746,35fbab61a21ce4b1fd617d546d1b4eb15e9b27b1c22fd2a308e786037bd4c24b,PASS
pdsch_impact_bwp_binding.png,pdsch_impact_assignment.csv,1200,760,1,1,9,Assignment experiment,Assignment experiment,Observed assignment metric,Observed assignment metric,BWP carrier binding impact,BWP carrier binding impact — executed component campaign,672bafea6ed2a973c4ca0b3551c767e44c862a89b0da26d37e5d4fb73560a9ee,2d4246c6829c64296c1103c92e35981e18eb9543a549b9ae3e4f55f334bc38ab,PASS
pdsch_impact_bwp_summary.png,pdsch_impact_finding_coverage.csv,1200,760,1,1,12,Finding family,Finding family,Required experiments,Required experiments,BWP and state evidence,BWP and state evidence — executed component campaign,4d331a72112a1b46cb0a63056e4595685ca98ec7082d798ebdf9fad210d6a712,f6086618806a1c86108e22ebb143c74059d251a2500c6c123f300b0080dabeff,PASS
pdsch_impact_high_rank_mapping.png,pdsch_impact_layer_codeword.csv,1200,760,1,1,3,Rank experiment,Rank experiment,Mapped symbols,Mapped symbols,High-rank mapping impact,High-rank mapping impact — executed component campaign,c54081ccacc9b868e9a39486ce525adc46d9413e73c7dc44c123b0654c1ecf0e,a183a3f5a4a0055fbc06f43bdc824f0da55082763fab929a4897a35fa5af814b,PASS
pdsch_impact_high_rank_summary.png,pdsch_impact_summary.csv,1200,760,1,1,12,Finding family,Finding family,Required experiments,Required experiments,High-rank evidence summary,High-rank evidence summary — executed component campaign,8993ea0b6087e465dfc5eea0d5ac4051e3fd7975945219e44885de260ce848a5,f4cb6e6345af99b4892effd7b810f2fb6ac23a89088cf7c679fc160dd9c34b63,PASS
pdsch_impact_independent_error.png,pdsch_impact_independent_oracles.csv,1200,760,1,1,3,Oracle experiment,Oracle experiment,Maximum absolute error,Maximum absolute error,Independent oracle impact,Independent oracle impact — executed component campaign,3a6d2e5f2a40848da04a580cb1799fa889e651913ca2490379959eb440fba746,7c7dfcb3838cf7235ddcfb568a0a9ca53420667f8ab8f462081dee1a9e070f92,PASS
pdsch_impact_independent_summary.png,pdsch_impact_finding_coverage.csv,1200,760,1,1,12,Finding family,Finding family,Required experiments,Required experiments,Independent evidence coverage,Independent evidence coverage — executed component campaign,4d331a72112a1b46cb0a63056e4595685ca98ec7082d798ebdf9fad210d6a712,d04223e74b6ca7611c1f9f542c79c83c5a22d4996389942fb1d0fe4808a2604d,PASS
pdsch_impact_all_findings.png,pdsch_impact_pairwise_effects.csv,1200,760,1,1,12,Finding family,Finding family,Baseline production metric,Baseline production metric,All PDSCH findings impact,All PDSCH findings impact — executed component campaign,84cf61190da0a316bd6dcb056ecde19720207ae08ef4a9d53d69b318d687c1de,335d7aadc0d9fadd802cc7398c4474694e13457b1d28f1484c7bda842dcae95b,PASS
pdsch_impact_gate_overview.png,pdsch_impact_rule_evaluation.csv,1200,760,1,1,24,Acceptance rule,Acceptance rule,Observed rule result,Observed rule result,PDSCH impact gate overview,PDSCH impact gate overview — executed component campaign,9a2dd1270db024430d3e578caf4410a86597a676c6e0997296961b3e63fa4613,4d64df7c8302ed0e25f4f6796e8d43e40d4aae8f850392f316880e6bf34589e8,PASS
