KPIName,Direction,Layer,Units,NumeratorDefinition,DenominatorDefinition,TimeWindowDefinition,RequiredSourceTables,RequiredColumns,FilterPredicate,DuplicateHandling,HARQHandling,FailedTBHandling,MissingRowBehavior,ProxyRowBehavior,RoundingPolicy,Tolerance,StrictAllowed,FormulaVersion,ProducerModule,FormulaEquation,Status
"UL_SpectralEfficiency_bpsHz","UL","PHY","bps/Hz","delivered bits / AggregationDurationSec / EffectiveBandwidthHz","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,GoodBits,Goodput_Mbps","Direction == UL","deduplicate_transport_block","deduplicate_transport_block","unavailable_without_bandwidth","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","delivered bits / AggregationDurationSec / EffectiveBandwidthHz","active"
"DL_SpectralEfficiency_bpsHz","DL","PHY","bps/Hz","delivered bits / AggregationDurationSec / EffectiveBandwidthHz","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,GoodBits,Goodput_Mbps","Direction == DL","deduplicate_transport_block","deduplicate_transport_block","unavailable_without_bandwidth","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","delivered bits / AggregationDurationSec / EffectiveBandwidthHz","active"
"UL_MAC_Goodput_Mbps","UL","MAC","Mbps","sum(unique delivered MAC SDU payload bits)/AggregationDurationSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","mac_ul_delivery","Direction,MACSDUId,PayloadBits,DeliverySuccess,DurationSec","Direction == UL && DeliverySuccess == true","deduplicate_mac_sdu","deduplicate_mac_sdu","failed_sdu_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(unique delivered MAC SDU payload bits)/AggregationDurationSec/1e6","active"
"DL_MAC_Goodput_Mbps","DL","MAC","Mbps","sum(unique delivered MAC SDU payload bits)/AggregationDurationSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","mac_dl_delivery","Direction,MACSDUId,PayloadBits,DeliverySuccess,DurationSec","Direction == DL && DeliverySuccess == true","deduplicate_mac_sdu","deduplicate_mac_sdu","failed_sdu_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(unique delivered MAC SDU payload bits)/AggregationDurationSec/1e6","active"
"UL_Application_Goodput_Mbps","UL","application","Mbps","sum(unique delivered application payload bits)/AggregationDurationSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","traffic_ul_packets","Direction,PacketId,ApplicationPayloadBits,DeliverySuccess,DurationSec","Direction == UL && DeliverySuccess == true","deduplicate_application_packet","deduplicate_application_packet","failed_packet_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(unique delivered application payload bits)/AggregationDurationSec/1e6","active"
"DL_Application_Goodput_Mbps","DL","application","Mbps","sum(unique delivered application payload bits)/AggregationDurationSec/1e6","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","traffic_dl_packets","Direction,PacketId,ApplicationPayloadBits,DeliverySuccess,DurationSec","Direction == DL && DeliverySuccess == true","deduplicate_application_packet","deduplicate_application_packet","failed_packet_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(unique delivered application payload bits)/AggregationDurationSec/1e6","active"
"UL_HARQ_NACK_Rate","UL","HARQ","ratio","NACK events / ACK_NACK events","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","harq_ul_events","Direction,HARQProcessId,AckNack,EventTimeSec","Direction == UL && AckNack in {ACK,NACK}","event_count","event_count","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","NACK events / ACK_NACK events","active"
"DL_HARQ_NACK_Rate","DL","HARQ","ratio","NACK events / ACK_NACK events","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","harq_dl_events","Direction,HARQProcessId,AckNack,EventTimeSec","Direction == DL && AckNack in {ACK,NACK}","event_count","event_count","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","NACK events / ACK_NACK events","active"
"UL_Retransmission_Rate","UL","HARQ","ratio","retransmission TB attempts / total TB attempts","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,RV,RetransmissionFlag,TransportBlockId","Direction == UL","attempt_level","attempt_level","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","retransmission TB attempts / total TB attempts","active"
"DL_Retransmission_Rate","DL","HARQ","ratio","retransmission TB attempts / total TB attempts","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,RV,RetransmissionFlag,TransportBlockId","Direction == DL","attempt_level","attempt_level","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","retransmission TB attempts / total TB attempts","active"
"UL_PRB_Utilization","UL","scheduler","ratio","scheduled PRB-symbol resources / available PRB-symbol resources","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","scheduler_ul_grants","Direction,NumPRB,NumSymbols,AvailablePRBSymbols","Direction == UL","resource_sum","resource_sum","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","scheduled PRB-symbol resources / available PRB-symbol resources","active"
"DL_PRB_Utilization","DL","scheduler","ratio","scheduled PRB-symbol resources / available PRB-symbol resources","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","scheduler_dl_grants","Direction,NumPRB,NumSymbols,AvailablePRBSymbols","Direction == DL","resource_sum","resource_sum","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","scheduled PRB-symbol resources / available PRB-symbol resources","active"
"UL_Latency_ms","UL","traffic","ms","delivered packet latency percentile/mean from packet timestamps","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","traffic_ul_packets","Direction,PacketId,EnqueueTimeSec,DeliveryTimeSec,DeliverySuccess","Direction == UL && DeliverySuccess == true","packet_level","packet_level","failed_packets_not_delivered","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","delivered packet latency percentile/mean from packet timestamps","active"
"DL_Latency_ms","DL","traffic","ms","delivered packet latency percentile/mean from packet timestamps","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","traffic_dl_packets","Direction,PacketId,EnqueueTimeSec,DeliveryTimeSec,DeliverySuccess","Direction == DL && DeliverySuccess == true","packet_level","packet_level","failed_packets_not_delivered","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,0,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","delivered packet latency percentile/mean from packet timestamps","active"
"Scenario_Total_UL_DeliveredBits","scenario","PHY","bits","sum(unique UL delivered transport-block bits)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,TransportBlockId,GoodBits,CRCPass","Direction == UL && CRCPass == true","deduplicate_transport_block","deduplicate_transport_block","crc_fail_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(unique UL delivered transport-block bits)","active"
"Scenario_Total_DL_DeliveredBits","scenario","PHY","bits","sum(unique DL delivered transport-block bits)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,TransportBlockId,GoodBits,CRCPass","Direction == DL && CRCPass == true","deduplicate_transport_block","deduplicate_transport_block","crc_fail_zero_goodput","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(unique DL delivered transport-block bits)","active"
"Scenario_Total_UL_ScheduledBits","scenario","PHY","bits","sum(UL scheduled TB attempt bits including retransmissions)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","ul_pusch_trials","Direction,TBSize_bits,ScheduledBits,TBS","Direction == UL","all_attempts","all_attempts","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(UL scheduled TB attempt bits including retransmissions)","active"
"Scenario_Total_DL_ScheduledBits","scenario","PHY","bits","sum(DL scheduled TB attempt bits including retransmissions)","see FormulaEquation","scheduled metrics use resource exposure; delivered goodput uses measurement window","dl_pdsch_trials","Direction,TBSize_bits,ScheduledBits,TBS","Direction == DL","all_attempts","all_attempts","not_applicable","strict_fail_if_mandatory","exclude_and_fail_if_only_proxy_rows","double_precision_no_display_rounding",1e-09,1,"kpi_registry_v1","sixgr.kpi.KPIFormulaRegistry","sum(DL scheduled TB attempt bits including retransmissions)","active"
