RuntimeDirection,RuntimeModulation,RuntimeSNR_dB,SampleIndex,SymbolComparisonDomain,SymbolOrdering,SymbolOrderingStatus,SubcarrierIndex,OFDMSymbolIndex,LayerIndex,CodewordIndex,ReferenceSymbolReal,ReferenceSymbolImag,TxReal,TxImag,RawEqualizedReal,RawEqualizedImag,EqualizedReal,EqualizedImag,HardDecisionReal,HardDecisionImag,DecisionReal,DecisionImag,DetectorOutputReal,DetectorOutputImag,SymbolErrorMagnitude,SymbolEVM_rms,Frame,RuntimeSlot,TBId,MCSIndex,MCS,Layers,PostEqSINR_dB,MeasuredSINR_dB,EVM_rms,RuntimeEVMRms_pct,RuntimeEVM_dB,RuntimeNormalization,TruthStatus,direction,ue_id,slot,tb_id,layer,modulation,mcs_index,snr_db,posteq_sinr_db,symbol_index,reference_symbol_i,reference_symbol_q,equalized_i,equalized_q,evm_rms_pct,evm_db,normalization,truth_status,UEIndex,RNTI,BeamSelectionStrategy,ConfiguredTxAntennas,ConfiguredRxAntennas
"UL","64QAM",20,12,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",12,1,1,0,-1.08012344973464,-0.77151674981046,-1.08012344973464,-0.77151674981046,-0.884596064337728,-0.851986149375403,-0.892528322230898,-0.842993109558065,-0.77151674981046,-0.77151674981046,-0.77151674981046,-0.77151674981046,0.393952400936004,0.130280035798267,0.200750596178232,0.151239637946076,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,12,-1.08012344973464,-0.77151674981046,-0.892528322230898,-0.842993109558065,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,13,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",14,1,1,0,0.154303349962092,0.77151674981046,0.154303349962092,0.77151674981046,0.534706271943833,0.24404163313448,0.53685806072514,0.238721546316034,0.462910049886276,0.154303349962092,0.462910049886276,0.154303349962092,-0.962547653078638,0.617744658289671,0.65591069178179,0.833647940240178,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,13,0.154303349962092,0.77151674981046,0.53685806072514,0.238721546316034,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,14,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",15,1,1,0,0.462910049886276,-0.77151674981046,0.462910049886276,-0.77151674981046,0.448170986604109,-0.552162000118657,0.442593329306066,-0.556297474257467,0.462910049886276,-0.462910049886276,0.462910049886276,-0.462910049886276,1.14777722601373,0.895803820821923,0.216176098828454,0.240266300762848,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,14,0.462910049886276,-0.77151674981046,0.442593329306066,-0.556297474257467,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,15,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",16,1,1,0,0.154303349962092,1.08012344973464,0.154303349962092,1.08012344973464,-0.0682727859080351,0.857421778565855,-0.0598799885659311,0.857721037712037,-0.154303349962092,0.77151674981046,-0.154303349962092,0.77151674981046,-1.37349268500211,-0.252835417070594,0.308767445460953,0.282990038192593,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,15,0.154303349962092,1.08012344973464,-0.0598799885659311,0.857721037712037,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,16,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",17,1,1,0,-0.77151674981046,0.462910049886276,-0.77151674981046,0.462910049886276,-0.985881778396005,0.536407192669664,-0.980227833554918,0.545794428174255,-1.08012344973464,0.462910049886276,-1.08012344973464,0.462910049886276,0.333442035930512,-1.19523859256078,0.224566552812237,0.249591768986809,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,16,-0.77151674981046,0.462910049886276,-0.980227833554918,0.545794428174255,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,17,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",18,1,1,0,-0.77151674981046,-0.154303349962092,-0.77151674981046,-0.154303349962092,-0.456927206577191,0.0834706254056088,-0.455917587800955,0.087891958524495,-0.462910049886276,0.154303349962092,-0.462910049886276,0.154303349962092,0.92884305120279,1.83419985070558,0.397820812067462,0.505621427916967,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,17,-0.77151674981046,-0.154303349962092,-0.455917587800955,0.087891958524495,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,18,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",19,1,1,0,-0.77151674981046,-0.462910049886276,-0.77151674981046,-0.462910049886276,-0.293092864299453,0.157912155712413,-0.291427184090976,0.160703553249704,-0.154303349962092,0.154303349962092,-0.154303349962092,0.154303349962092,-0.572744097788659,0.549331426968722,0.787006935883644,0.874709304979734,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,18,-0.77151674981046,-0.462910049886276,-0.291427184090976,0.160703553249704,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,19,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",20,1,1,0,0.462910049886276,-0.462910049886276,0.462910049886276,-0.462910049886276,0.77761478226212,-0.799325660327887,0.769485307259766,-0.806568941337601,0.77151674981046,-0.77151674981046,0.77151674981046,-0.77151674981046,-0.595073043014518,-0.601325609618699,0.460532107574679,0.70347441430617,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,19,0.462910049886276,-0.462910049886276,0.769485307259766,-0.806568941337601,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,20,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",21,1,1,0,-1.08012344973464,0.462910049886276,-1.08012344973464,0.462910049886276,-0.723185124847515,0.752632934372893,-0.715534385612802,0.759365258353331,-0.77151674981046,0.77151674981046,-0.77151674981046,0.77151674981046,-1.1207075138711,-0.690419171318639,0.469905177992843,0.399871893382169,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,20,-1.08012344973464,0.462910049886276,-0.715534385612802,0.759365258353331,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,21,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",22,1,1,0,-0.154303349962092,0.462910049886276,-0.154303349962092,0.462910049886276,-0.149967011721024,0.291461147216342,-0.147059858251018,0.292799328393518,-0.154303349962092,0.154303349962092,-0.154303349962092,0.154303349962092,-0.820877442584973,0.211201734352593,0.170264869362282,0.34893914670557,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,21,-0.154303349962092,0.462910049886276,-0.147059858251018,0.292799328393518,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,22,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",23,1,1,0,0.77151674981046,-0.154303349962092,0.77151674981046,-0.154303349962092,0.621876424042046,-0.151805275141371,0.620129699956286,-0.157806356901739,0.77151674981046,-0.154303349962092,0.77151674981046,-0.154303349962092,-0.262780274585783,-0.880898040544637,0.151427573186554,0.192461086645218,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,22,0.77151674981046,-0.154303349962092,0.620129699956286,-0.157806356901739,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,23,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",24,1,1,0,-0.77151674981046,-0.77151674981046,-0.77151674981046,-0.77151674981046,-0.98610162440647,-0.829946826458872,-0.993775491448676,-0.819973090767596,-1.08012344973464,-0.77151674981046,-1.08012344973464,-0.77151674981046,-0.884596064337728,-0.851986149375403,0.227479592960683,0.208488490760014,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,23,-0.77151674981046,-0.77151674981046,-0.993775491448676,-0.819973090767596,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,24,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",25,1,1,0,0.154303349962092,0.154303349962092,0.154303349962092,0.154303349962092,0.552483174233486,0.132691745537922,0.553541213636285,0.127245878040564,0.462910049886276,0.154303349962092,0.462910049886276,0.154303349962092,0.712482809174103,0.326658489209603,0.400153693695207,1.83373459097446,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,24,0.154303349962092,0.154303349962092,0.553541213636285,0.127245878040564,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,25,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",26,1,1,0,0.154303349962092,0.154303349962092,0.154303349962092,0.154303349962092,-0.0806115724526956,-0.0354298935894224,-0.0809226927390902,-0.0346284269866344,-0.154303349962092,-0.154303349962092,-0.154303349962092,-0.154303349962092,0.534706271943833,0.24404163313448,0.30170599514405,1.38259056036959,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,25,0.154303349962092,0.154303349962092,-0.0809226927390902,-0.0346284269866344,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,26,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",27,1,1,0,-0.462910049886276,-1.08012344973464,-0.462910049886276,-1.08012344973464,-0.809235206742313,-0.904991784610381,-0.817716730533889,-0.896711172362123,-0.77151674981046,-0.77151674981046,-0.77151674981046,-0.77151674981046,0.4586726668931,0.244042214174162,0.399409369097861,0.33988257234776,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,26,-0.462910049886276,-1.08012344973464,-0.817716730533889,-0.896711172362123,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,27,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",28,1,1,0,1.08012344973464,0.77151674981046,1.08012344973464,0.77151674981046,1.3448260641588,0.693147158867452,1.35101212075726,0.679732802485086,1.08012344973464,0.77151674981046,1.08012344973464,0.77151674981046,0.448170986604109,-0.552162000118657,0.286015672778658,0.215475857215104,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,27,1.08012344973464,0.77151674981046,1.35101212075726,0.679732802485086,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,28,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",29,1,1,0,-0.462910049886276,-0.154303349962092,-0.462910049886276,-0.154303349962092,-0.844092658930142,-0.385828749197309,-0.84749517307955,-0.377430158046035,-0.77151674981046,-0.462910049886276,-0.77151674981046,-0.462910049886276,0.590069886460918,1.13595301925299,0.444624886243803,0.911209863732127,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,28,-0.462910049886276,-0.154303349962092,-0.84749517307955,-0.377430158046035,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,29,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",30,1,1,0,1.08012344973464,0.77151674981046,1.08012344973464,0.77151674981046,1.16099922652048,0.910098053147041,1.16938011793416,0.898384024984375,1.08012344973464,0.77151674981046,1.08012344973464,0.77151674981046,-0.0682727859080351,0.857421778565855,0.15511949693102,0.116862500041576,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,29,1.08012344973464,0.77151674981046,1.16938011793416,0.898384024984375,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,30,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",31,1,1,0,-0.154303349962092,0.154303349962092,-0.154303349962092,0.154303349962092,0.216145371063111,0.678787796701811,0.222674070048571,0.676389136720466,0.154303349962092,0.77151674981046,0.154303349962092,0.77151674981046,-0.499886791950982,1.171979967588,0.643960824843411,2.95099922443113,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,30,-0.154303349962092,0.154303349962092,0.222674070048571,0.676389136720466,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
"UL","64QAM",20,31,"layer","matrix_column_major_matches_nr_resource_indices","matched_layer_domain_same_shape",32,1,1,0,-0.462910049886276,0.154303349962092,-0.462910049886276,0.154303349962092,-0.540126776208293,-0.451242033199934,-0.544297353601051,-0.445780458370957,-0.462910049886276,-0.462910049886276,-0.462910049886276,-0.462910049886276,-0.985881778396005,0.536407192669664,0.605577798659641,1.24106517756471,1,20,1,19,19,2,4.89785429021686,4.89785429021686,0.553010545513507,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence","UL",1,20,1,1,"64QAM",19,20,4.89785429021686,31,-0.462910049886276,0.154303349962092,-0.544297353601051,-0.445780458370957,55.3010545513507,-5.14533173865622,"post_equalized_and_reference_unit_power_constellation","real_lls_evidence",1,1,"runtime_best_beam_per_link",4,4
