TraceID,LinkID,AbsoluteSlot,FieldName,Value,ProvenanceClass,SourceID,Observed,Status
"GEO-0005","LINK-0005",4,"RxPosition_m","358.3855 107.7194 1.731229","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0006","LINK-0006",5,"Distance3D_m","510.7687","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0006","LINK-0006",5,"PropagationDelay_s","1.7037e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0006","LINK-0006",5,"SignedDoppler_Hz","-119.4677","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0006","LINK-0006",5,"TxPosition_m","256.3099 -31.9886 22.69365","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0006","LINK-0006",5,"RxPosition_m","268.4843 478.3071 4.396867","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0007","LINK-0007",6,"Distance3D_m","318.7364","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0007","LINK-0007",6,"PropagationDelay_s","1.0632e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0007","LINK-0007",6,"SignedDoppler_Hz","-238.4458","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0007","LINK-0007",6,"TxPosition_m","163.595 291.5652 31.57279","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0007","LINK-0007",6,"RxPosition_m","475.9851 348.4131 3.759086","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0008","LINK-0008",7,"Distance3D_m","651.8514","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0008","LINK-0008",7,"PropagationDelay_s","2.1743e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0008","LINK-0008",7,"SignedDoppler_Hz","43.8576","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0008","LINK-0008",7,"TxPosition_m","137.8177 -400.8165 38.18979","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0008","LINK-0008",7,"RxPosition_m","-155.1254 180.3606 1.751052","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0009","LINK-0009",8,"Distance3D_m","200.6192","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0009","LINK-0009",8,"PropagationDelay_s","6.6919e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0009","LINK-0009",8,"SignedDoppler_Hz","-130.9336","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0009","LINK-0009",8,"TxPosition_m","154.4037 -2.384076 16.79291","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0009","LINK-0009",8,"RxPosition_m","32.29518 -161.0434 3.955494","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0010","LINK-0010",9,"Distance3D_m","912.4219","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0010","LINK-0010",9,"PropagationDelay_s","3.0435e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0010","LINK-0010",9,"SignedDoppler_Hz","15.5262","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0010","LINK-0010",9,"TxPosition_m","-129.7569 452.7636 24.64948","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0010","LINK-0010",9,"RxPosition_m","424.2111 -271.9119 2.77841","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0011","LINK-0011",10,"Distance3D_m","346.3047","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0011","LINK-0011",10,"PropagationDelay_s","1.1551e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0011","LINK-0011",10,"SignedDoppler_Hz","35.1945","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0011","LINK-0011",10,"TxPosition_m","-77.1572 -25.1619 10.5788","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0011","LINK-0011",10,"RxPosition_m","-314.4743 226.9792 4.886626","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0012","LINK-0012",11,"Distance3D_m","742.6818","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0012","LINK-0012",11,"PropagationDelay_s","2.4773e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0012","LINK-0012",11,"SignedDoppler_Hz","-159.779","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0012","LINK-0012",11,"TxPosition_m","484.9568 -356.64 26.59201","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0012","LINK-0012",11,"RxPosition_m","-50.2529 157.717 2.847021","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0013","LINK-0013",12,"Distance3D_m","305.0965","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0013","LINK-0013",12,"PropagationDelay_s","1.0177e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0013","LINK-0013",12,"SignedDoppler_Hz","-231.9417","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0013","LINK-0013",12,"TxPosition_m","-340.4173 -171.064 22.96807","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0013","LINK-0013",12,"RxPosition_m","-358.7785 132.74 1.758547","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0014","LINK-0014",13,"Distance3D_m","598.8616","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0014","LINK-0014",13,"PropagationDelay_s","1.9976e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0014","LINK-0014",13,"SignedDoppler_Hz","151.2393","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0014","LINK-0014",13,"TxPosition_m","-314.9761 355.0689 11.01923","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0014","LINK-0014",13,"RxPosition_m","237.0352 122.9809 3.681456","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0015","LINK-0015",14,"Distance3D_m","783.9025","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0015","LINK-0015",14,"PropagationDelay_s","2.6148e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0015","LINK-0015",14,"SignedDoppler_Hz","132.7387","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0015","LINK-0015",14,"TxPosition_m","-344.5036 489.1907 27.07554","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0015","LINK-0015",14,"RxPosition_m","48.68516 -188.5269 2.489933","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0016","LINK-0016",15,"Distance3D_m","389.8258","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0016","LINK-0016",15,"PropagationDelay_s","1.3003e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0016","LINK-0016",15,"SignedDoppler_Hz","-42.6825","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0016","LINK-0016",15,"TxPosition_m","133.4682 -443.6507 32.57084","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0016","LINK-0016",15,"RxPosition_m","-206.1379 -254.4576 3.626066","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0017","LINK-0017",16,"Distance3D_m","727.0973","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0017","LINK-0017",16,"PropagationDelay_s","2.4253e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0017","LINK-0017",16,"SignedDoppler_Hz","4.6569","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0017","LINK-0017",16,"TxPosition_m","-415.9872 118.9835 16.43651","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0017","LINK-0017",16,"RxPosition_m","-21.30354 -491.5271 3.324375","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0018","LINK-0018",17,"Distance3D_m","111.9996","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0018","LINK-0018",17,"PropagationDelay_s","3.7359e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0018","LINK-0018",17,"SignedDoppler_Hz","69.41","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0018","LINK-0018",17,"TxPosition_m","-489.4741 -160.5545 36.27499","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0018","LINK-0018",17,"RxPosition_m","-452.5424 -260.7722 2.564787","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0019","LINK-0019",18,"Distance3D_m","792.9787","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0019","LINK-0019",18,"PropagationDelay_s","2.6451e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0019","LINK-0019",18,"SignedDoppler_Hz","-9.3908","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0019","LINK-0019",18,"TxPosition_m","-396.6043 72.28175 26.92977","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0019","LINK-0019",18,"RxPosition_m","306.8397 437.4839 2.251048","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0020","LINK-0020",19,"Distance3D_m","422.2476","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0020","LINK-0020",19,"PropagationDelay_s","1.4085e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0020","LINK-0020",19,"SignedDoppler_Hz","267.6074","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0020","LINK-0020",19,"TxPosition_m","-357.4354 -113.1689 33.17084","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0020","LINK-0020",19,"RxPosition_m","-26.94554 147.8471 2.508671","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0021","LINK-0021",20,"Distance3D_m","624.7842","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0021","LINK-0021",20,"PropagationDelay_s","2.0841e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0021","LINK-0021",20,"SignedDoppler_Hz","106.5944","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0021","LINK-0021",20,"TxPosition_m","-285.3417 21.84894 24.09842","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0021","LINK-0021",20,"RxPosition_m","260.9187 324.3132 2.413327","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0022","LINK-0022",21,"Distance3D_m","592.2415","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0022","LINK-0022",21,"PropagationDelay_s","1.9755e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0022","LINK-0022",21,"SignedDoppler_Hz","261.3392","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0022","LINK-0022",21,"TxPosition_m","-429.8557 383.539 13.80432","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0022","LINK-0022",21,"RxPosition_m","156.7624 302.7448 3.730629","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0023","LINK-0023",22,"Distance3D_m","265.6944","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0023","LINK-0023",22,"PropagationDelay_s","8.8626e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0023","LINK-0023",22,"SignedDoppler_Hz","149.2304","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0023","LINK-0023",22,"TxPosition_m","81.97212 -139.1989 18.31513","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0023","LINK-0023",22,"RxPosition_m","337.5703 -68.37236 2.609285","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0024","LINK-0024",23,"Distance3D_m","126.5866","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0024","LINK-0024",23,"PropagationDelay_s","4.2225e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0024","LINK-0024",23,"SignedDoppler_Hz","-101.7395","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0024","LINK-0024",23,"TxPosition_m","111.2952 -99.55371 21.49057","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0024","LINK-0024",23,"RxPosition_m","161.8468 -213.9766 2.097556","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0025","LINK-0025",24,"Distance3D_m","380.495","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0025","LINK-0025",24,"PropagationDelay_s","1.2692e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0025","LINK-0025",24,"SignedDoppler_Hz","121.1699","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0025","LINK-0025",24,"TxPosition_m","-244.9514 224.9469 22.52247","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0025","LINK-0025",24,"RxPosition_m","-322.0474 -147.1366 2.862339","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0026","LINK-0026",25,"Distance3D_m","702.328","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0026","LINK-0026",25,"PropagationDelay_s","2.3427e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0026","LINK-0026",25,"SignedDoppler_Hz","169.0476","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0026","LINK-0026",25,"TxPosition_m","312.0293 346.8885 30.88441","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0026","LINK-0026",25,"RxPosition_m","-371.0045 185.9447 2.134441","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0027","LINK-0027",26,"Distance3D_m","683.1298","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0027","LINK-0027",26,"PropagationDelay_s","2.2787e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0027","LINK-0027",26,"SignedDoppler_Hz","-112.9172","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0027","LINK-0027",26,"TxPosition_m","92.59997 -193.6812 29.47373","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0027","LINK-0027",26,"RxPosition_m","-482.2669 174.5145 4.447811","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0028","LINK-0028",27,"Distance3D_m","423.9637","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0028","LINK-0028",27,"PropagationDelay_s","1.4142e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0028","LINK-0028",27,"SignedDoppler_Hz","273.2625","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0028","LINK-0028",27,"TxPosition_m","109.8455 -443.9156 24.53386","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0028","LINK-0028",27,"RxPosition_m","-254.3769 -227.9222 3.698895","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0029","LINK-0029",28,"Distance3D_m","501.5336","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0029","LINK-0029",28,"PropagationDelay_s","1.6729e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0029","LINK-0029",28,"SignedDoppler_Hz","47.0653","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0029","LINK-0029",28,"TxPosition_m","-153.5572 -16.32962 15.00132","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0029","LINK-0029",28,"RxPosition_m","95.95277 418.5288 1.625001","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0030","LINK-0030",29,"Distance3D_m","669.1336","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0030","LINK-0030",29,"PropagationDelay_s","2.232e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0030","LINK-0030",29,"SignedDoppler_Hz","99.7353","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0030","LINK-0030",29,"TxPosition_m","305.4396 -463.0119 36.81147","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0030","LINK-0030",29,"RxPosition_m","-24.30444 118.1849 1.897062","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0031","LINK-0031",30,"Distance3D_m","776.2693","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0031","LINK-0031",30,"PropagationDelay_s","2.5894e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0031","LINK-0031",30,"SignedDoppler_Hz","-191.1826","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0031","LINK-0031",30,"TxPosition_m","-127.9014 -282.7562 39.4444","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0031","LINK-0031",30,"RxPosition_m","177.0097 430.2092 3.337768","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0032","LINK-0032",31,"Distance3D_m","515.5229","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0032","LINK-0032",31,"PropagationDelay_s","1.7196e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0032","LINK-0032",31,"SignedDoppler_Hz","-24.2943","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0032","LINK-0032",31,"TxPosition_m","-364.0662 160.3687 18.25581","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0032","LINK-0032",31,"RxPosition_m","108.2251 366.5924 4.969968","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0033","LINK-0033",32,"Distance3D_m","281.3042","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0033","LINK-0033",32,"PropagationDelay_s","9.3833e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0033","LINK-0033",32,"SignedDoppler_Hz","-21.0968","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0033","LINK-0033",32,"TxPosition_m","-263.6826 252.9888 17.74176","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0033","LINK-0033",32,"RxPosition_m","-446.0356 466.7246 3.72559","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0034","LINK-0034",33,"Distance3D_m","689.4995","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0034","LINK-0034",33,"PropagationDelay_s","2.2999e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0034","LINK-0034",33,"SignedDoppler_Hz","12.4132","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0034","LINK-0034",33,"TxPosition_m","64.69493 -176.9493 32.532","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0034","LINK-0034",33,"RxPosition_m","470.7377 379.6157 4.70616","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0035","LINK-0035",34,"Distance3D_m","509.2474","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0035","LINK-0035",34,"PropagationDelay_s","1.6987e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0035","LINK-0035",34,"SignedDoppler_Hz","-40.8751","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0035","LINK-0035",34,"TxPosition_m","221.36 2.125311 25.65561","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0035","LINK-0035",34,"RxPosition_m","53.80235 482.4466 2.227983","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0036","LINK-0036",35,"Distance3D_m","982.8513","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0036","LINK-0036",35,"PropagationDelay_s","3.2784e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0036","LINK-0036",35,"SignedDoppler_Hz","-204.4521","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0036","LINK-0036",35,"TxPosition_m","-285.3944 -493.1371 22.30306","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0036","LINK-0036",35,"RxPosition_m","-455.8401 474.6314 3.088664","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0037","LINK-0037",36,"Distance3D_m","628.3436","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0037","LINK-0037",36,"PropagationDelay_s","2.0959e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0037","LINK-0037",36,"SignedDoppler_Hz","114.2163","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0037","LINK-0037",36,"TxPosition_m","93.62111 207.0788 14.45883","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0037","LINK-0037",36,"RxPosition_m","185.9222 -414.363 4.147761","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0038","LINK-0038",37,"Distance3D_m","366.1855","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0038","LINK-0038",37,"PropagationDelay_s","1.2215e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0038","LINK-0038",37,"SignedDoppler_Hz","242.3731","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0038","LINK-0038",37,"TxPosition_m","-124.8078 -155.7936 39.05612","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0038","LINK-0038",37,"RxPosition_m","-466.5697 -29.65711 1.904889","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0039","LINK-0039",38,"Distance3D_m","356.3562","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
