RunID,LedgerRowID,AttemptID,TBID,Codeword,NDIEpoch,RV,MotherCodeIndex,LLRSum,ObservationWeight,CodingLayoutSHA256,RateMatchSHA256,ChannelRealizationID,NoiseRealizationID,ReceiverSHA256,Status
MAC_PHASE08_R18_20260727033902,c7597c1dfbe9a989050e7c2a1e691168f7d215f3ab19fb3540d43f6bc09befc6,9c010f2061b8b3d354b00cec459702bb63858ffa3cb82fa8c80c9aea85bb3a62,TB-3,0,3,3,10,-1.55,1,d8f86504b6cdf17773608656457bd643bc6e9d99912c26e3ef93d6eb4409c724,badbcabf7ffe599a6b18a0fe47fa571b0cf0dacffe394fb4e1edac2edbc80f53,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,960f4e40ec4a883bb6565b56e94ea7a29856efdbf8bbd79224fcce033c7bb6f7,3095740ca5fd31da4e332bf1fc55a9551d85583a5f1a2cb640b65aca69041df0,TB-3,1,3,1,11,1.6,1,d8f86504b6cdf17773608656457bd643bc6e9d99912c26e3ef93d6eb4409c724,badbcabf7ffe599a6b18a0fe47fa571b0cf0dacffe394fb4e1edac2edbc80f53,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,dcae32d183dab8b484c81868b05d596d7b01a60f9b7abd1fb633c176785648f7,5ca62e2b3190017d8568bd7549a7cdc8c1ba8e9fb439e893b3700bdf4930e152,TB-4,0,4,0,12,-1.65,1,84dfec9a927202e1b6437fa04c363cf0a3ba0cd554ec83bd09e645e372b0379b,bc93c09488a48c76510c62d9120d155381ec22a1d9b63b5257570c611526afb2,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,fc7245dc12b6414409a4b754454d4bfb13195b1c7e3adb06469133e1c95a3b4f,2b22e61b9ec421199038ff752f53a1c92156aab8aedc819f7660c12257d90969,TB-4,1,4,2,13,1.7,1,84dfec9a927202e1b6437fa04c363cf0a3ba0cd554ec83bd09e645e372b0379b,bc93c09488a48c76510c62d9120d155381ec22a1d9b63b5257570c611526afb2,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,1e5ef3a7408ca0362afd8448dd2f16ac79240f99ff17b20fb5504dd2f94ffaa6,4f1de4e05fb1c0a7362c7aaa388ad4e38f94d6a7163fda7dc42855ee35cd95d5,TB-4,0,4,3,14,-1.75,1,84dfec9a927202e1b6437fa04c363cf0a3ba0cd554ec83bd09e645e372b0379b,bc93c09488a48c76510c62d9120d155381ec22a1d9b63b5257570c611526afb2,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,06db4486ee64f44f80e91973e021d4cd760b707a97053f90592d8796eab9773e,a1c1e4e9ac5555a5e8afe1ad144e5ad60c990c56d1189a6aa6b68f0f5471b69f,TB-4,1,4,1,15,1.8,1,84dfec9a927202e1b6437fa04c363cf0a3ba0cd554ec83bd09e645e372b0379b,bc93c09488a48c76510c62d9120d155381ec22a1d9b63b5257570c611526afb2,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,2f378fd28bc6022c75d438ebcd6d99321eec67bfb76a874d6623e223101f2ca3,56e86d036998034846a790f34d1d663cd59694e2133aeb71c79ef7fd71b149d6,TB-5,0,5,0,16,-1.85,1,e5108172f6a1eab0bbb865eb2f15c2a6bf0e339733cfecab47721752fd6db4a9,6ec40f1170599146e488b5f1d3512c38e5f645f83b11d54e27eaaca16bcd056d,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,52736cdaeecd8ba21c5ff809ba3200ccc9faf029808e426827e751e09b26d79d,bd38ce27adc74f431e940585a9f1ed63a011c14dfd899a4ee515a1ccaebe7d22,TB-5,1,5,2,17,1.9,1,e5108172f6a1eab0bbb865eb2f15c2a6bf0e339733cfecab47721752fd6db4a9,6ec40f1170599146e488b5f1d3512c38e5f645f83b11d54e27eaaca16bcd056d,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,982fa90f250b7540a73f85ca73b6c51d2f394f15a77071a05df3aa123d6d07f3,40c3e75fcf185bad7fc1f58540fe46d73a969e14760f16d6a211053126981224,TB-5,0,5,3,18,-1.95,1,e5108172f6a1eab0bbb865eb2f15c2a6bf0e339733cfecab47721752fd6db4a9,6ec40f1170599146e488b5f1d3512c38e5f645f83b11d54e27eaaca16bcd056d,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,7f6185c4dcbc370bc1b1993103ea9fa313eaba08007307137d21a433515e6311,6096a29c4d588e850e35a7771253e86e3d4cd1e338c144df79eeed1b4d265724,TB-5,1,5,1,19,2,1,e5108172f6a1eab0bbb865eb2f15c2a6bf0e339733cfecab47721752fd6db4a9,6ec40f1170599146e488b5f1d3512c38e5f645f83b11d54e27eaaca16bcd056d,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,5e1e2335cbee4560ac71609af8412d8393a587a08f3a94e94bc358fb0e6342af,b24c8245e1c4f58a98e3b3403f9279eb94c575cff05e1dcb2e1de50d5ba361c7,TB-6,0,6,0,20,-2.05,1,afd59203d955ffbeae9bde83f55bfe305e1d4afc369ca8f14cebcdee3031cda0,28d8b5608b1591627893d5105c5ffb75401b6b197dd5b00f5890f62220c4b487,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,d4930731146cae782f1f813105761ab19a8fb3823a7fcd573752f696836b7f6b,b2a186afe768739e37a3add8f2d99fc4a209579461895bd4ce4089fac2269100,TB-6,1,6,2,21,2.1,1,afd59203d955ffbeae9bde83f55bfe305e1d4afc369ca8f14cebcdee3031cda0,28d8b5608b1591627893d5105c5ffb75401b6b197dd5b00f5890f62220c4b487,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,cb025f7c18533055f50716d9942d3b9a4bf0f1ad5cb83566e7781c3924933764,48686baeb45c96f35d5ad537d47d8cbd5c40447b5950bca1789cd3f774e1302b,TB-6,0,6,3,22,-2.15,1,afd59203d955ffbeae9bde83f55bfe305e1d4afc369ca8f14cebcdee3031cda0,28d8b5608b1591627893d5105c5ffb75401b6b197dd5b00f5890f62220c4b487,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,4ab56ffde5ddcd10470c870d8113192bf663b1938f3bc70c4d61ef28e49f6ad6,b076c9c66f6353370a89066aed4d53f5aba03f07fcc15a13b613ba9ad06021b9,TB-6,1,6,1,23,2.2,1,afd59203d955ffbeae9bde83f55bfe305e1d4afc369ca8f14cebcdee3031cda0,28d8b5608b1591627893d5105c5ffb75401b6b197dd5b00f5890f62220c4b487,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,87bffb4875ee417eedbc6b40332ead6c91edefbd834f971dc59af05699358880,1251ac34faf8de9d43b530eea31e221da60b4cd6768b91ffe223243b103420cb,TB-7,0,7,0,24,-2.25,1,43549d0e3f261ff2b2bba3f8b6371561ded71a1055c62fa77e81bc6a38cb6f0e,0d073ad353f42a1a3f4ac7aaa3a0cf8138a4753b84d21d6eaf04d2bbda3298f5,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,39dad64a42951f0438fe9e8e99651003c26fb646e93a687643d3c21aa6711b71,2e6d9698e218dae0e7296b443fdb00350afae119b3cfb0e31d15dd07a75aaf7d,TB-7,1,7,2,25,2.3,1,43549d0e3f261ff2b2bba3f8b6371561ded71a1055c62fa77e81bc6a38cb6f0e,0d073ad353f42a1a3f4ac7aaa3a0cf8138a4753b84d21d6eaf04d2bbda3298f5,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,99656175a0cf90892d34230d1c3ca19cc372a9642e4ecd5676650783fdbb0127,7f8ecd46c3c59e90966b30b138a0911eb82bbcbf0188f2b368a3b1df59d5bf3c,TB-7,0,7,3,26,-2.35,1,43549d0e3f261ff2b2bba3f8b6371561ded71a1055c62fa77e81bc6a38cb6f0e,0d073ad353f42a1a3f4ac7aaa3a0cf8138a4753b84d21d6eaf04d2bbda3298f5,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,84dfae2b4d4b4e779552a55a1a76fd8f325b5eafd79a59b4ed4b7456b4becbc0,b6e10d215857ae939b2785224237f933a75c63735a9558892b7b3f54b73e2b63,TB-7,1,7,1,27,2.4,1,43549d0e3f261ff2b2bba3f8b6371561ded71a1055c62fa77e81bc6a38cb6f0e,0d073ad353f42a1a3f4ac7aaa3a0cf8138a4753b84d21d6eaf04d2bbda3298f5,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,0035167178cba34d438f42a6d30829427d799059f5a9e3ecff8e7f2f891222fa,84f5feb408aea98a8ebac3ad4904315e9546111759db3f623ce9805ee25b4512,TB-8,0,8,0,28,-2.45,1,36aa8bb43ff7c07e463af57fe5ef8176c3189421c9a120ef13b385fe0f7f4ca4,0f6b78bf4741a3ce66852620b2d84a96b3ec154d9a6218d112b7af2bf6cc8676,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,192284971e6ff7782ff7ea4f72fbc4e63ec94011d7627f9c22a19400b5296af7,a47fece29a44f365898bfe33261a2ed2e9fbf883fa271f96875ec6b6361beda0,TB-8,1,8,2,29,2.5,1,36aa8bb43ff7c07e463af57fe5ef8176c3189421c9a120ef13b385fe0f7f4ca4,0f6b78bf4741a3ce66852620b2d84a96b3ec154d9a6218d112b7af2bf6cc8676,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,0b4a216df78deff5fca67b0345a1eea2aad3d442d4e66e7d34ddba76ef25e333,3a1a90ebe514c07063c0af5a943c6ba7f91ddf4378ec2bd39a0fbb9a30aba201,TB-8,0,8,3,30,-2.55,1,36aa8bb43ff7c07e463af57fe5ef8176c3189421c9a120ef13b385fe0f7f4ca4,0f6b78bf4741a3ce66852620b2d84a96b3ec154d9a6218d112b7af2bf6cc8676,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,188b5e1f2e14eca823f1d2d4e7e7a45b87f580b409698ce22974f35fd8f3c44a,a79838e58d0b401e42edb45d592389e7cd5c5159ff4341166f45b5b6270d400a,TB-8,1,8,1,31,2.6,1,36aa8bb43ff7c07e463af57fe5ef8176c3189421c9a120ef13b385fe0f7f4ca4,0f6b78bf4741a3ce66852620b2d84a96b3ec154d9a6218d112b7af2bf6cc8676,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,b4290f2a85198edf504019e0547701a9c39786d75a1e86ef889f45cc590602aa,29b708312cc071f8a1c5132813de1c6cf41faa2b764e9b7e2d59d52630a4435f,TB-9,0,9,0,32,-2.65,1,6929c91e4adcb5dbbf002e91a824774444905a15223963da4f8777f3ccfcdf74,0538eeb130275b74fe20eacf2289e1229096d424b8475973ed5a86306baaba05,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,f4bf501e6f9f01640147b3624c67ac52344ed8fb113ce54bdbcd02d91f5b25b9,c30c9acfefe09f41cbae630ec54f43da24ec9f93b618271a2734ab2588363818,TB-9,1,9,2,33,2.7,1,6929c91e4adcb5dbbf002e91a824774444905a15223963da4f8777f3ccfcdf74,0538eeb130275b74fe20eacf2289e1229096d424b8475973ed5a86306baaba05,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,058a937358dda357ca8ad1af2864696cb4ee3f116dca5614a6ffb157f22a822e,5fa26956da8273b61ea036fe1f034f2534170f154e7d539d91feca930829b54d,TB-9,0,9,3,34,-2.75,1,6929c91e4adcb5dbbf002e91a824774444905a15223963da4f8777f3ccfcdf74,0538eeb130275b74fe20eacf2289e1229096d424b8475973ed5a86306baaba05,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,c6ed07f1b788ed955df17a563f2a93c238766f8f051fa0de5084ac61111be24a,83b5b9a5be14defea8c1e6fbfc4959edffccc4b1813859b1f700a6595ed47927,TB-9,1,9,1,35,2.8,1,6929c91e4adcb5dbbf002e91a824774444905a15223963da4f8777f3ccfcdf74,0538eeb130275b74fe20eacf2289e1229096d424b8475973ed5a86306baaba05,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,3de465a9063d5089c1f135a069ca606eb38e941534560310d27167f0776b3e06,244271a31d0027db23cd02d7e73a38b9fea22b63111c4e10ba4d44867f5b1c1a,TB-10,0,10,0,36,-2.85,1,c4e12d4a9fe32b0ec04ed3c2d2d33495e4165de30b197b648a36128ebbd5db45,04072f568cab8f4c7813e874c551085570750f545d781259318db24284c3c823,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,0d4e470065cf0654b280acc04d49a1c50a3c7f9ac6fb7ddcf7c5a76afa049ac7,45a75383e26bb8f649c2764501500d47ae77b886c19fa74115de676da771fbc1,TB-10,1,10,2,37,2.9,1,c4e12d4a9fe32b0ec04ed3c2d2d33495e4165de30b197b648a36128ebbd5db45,04072f568cab8f4c7813e874c551085570750f545d781259318db24284c3c823,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,0d74a153d3484ef19d02fd3dc8ed36306af0165fecbbfbaeffe0e3fa80683a4c,eeafe09abadb893ac98ce575c044a7db730dd901f06b14c030c478c1824cdf8d,TB-10,0,10,3,38,-2.95,1,c4e12d4a9fe32b0ec04ed3c2d2d33495e4165de30b197b648a36128ebbd5db45,04072f568cab8f4c7813e874c551085570750f545d781259318db24284c3c823,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,d78860ddad65bc82a84f6a8c625f328b02a25eba313451f386b993dcc86a81e9,9cdb5edf5f00fe3973b623634241ec782b2e7befa8a703fc3e2f2b43f8a7a504,TB-10,1,10,1,39,3,1,c4e12d4a9fe32b0ec04ed3c2d2d33495e4165de30b197b648a36128ebbd5db45,04072f568cab8f4c7813e874c551085570750f545d781259318db24284c3c823,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,934a2f60946831ef3d7bde34b4fad31134965afe59ae62b6e10631c8828d8f8c,e8e82facdef3b1dc25abeb423e967e4d697b361b7af69d196cfd0797a87d5979,TB-11,0,11,0,40,-3.05,1,5d4164fe8f521cb4fd5c4fdec2b5cf4099ad3eddb7ec72a9121fc525dcb43b44,760aca3f67cb948e882cd1c3170d45234fffa6616fd9809eb58f38dc6c30dcca,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,4e80be16472478a28c3d8446d1485fa6b3df7690e648ec276c8091861a7f9f32,69bb57f25e9ba813f811cf7924efcf74fda96241f53c038e55e4db1add3d5b1b,TB-11,1,11,2,41,3.1,1,5d4164fe8f521cb4fd5c4fdec2b5cf4099ad3eddb7ec72a9121fc525dcb43b44,760aca3f67cb948e882cd1c3170d45234fffa6616fd9809eb58f38dc6c30dcca,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,a4e96775ae385bbefaeb14f13b1a173129851e5215768846ea024128d7c5b458,2beaa9f4c1c9abcd22d540957c3f97dec00f666b502c74a26c304b12662611a8,TB-11,0,11,3,42,-3.15,1,5d4164fe8f521cb4fd5c4fdec2b5cf4099ad3eddb7ec72a9121fc525dcb43b44,760aca3f67cb948e882cd1c3170d45234fffa6616fd9809eb58f38dc6c30dcca,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,f61a80e7a614cac6b39a548be5c6e2e9e6d78c793ce2550617a13286bce6e3f7,848c12f536915ca573d4d489852149549fcc22b013fc854824dbdf73cae990bf,TB-11,1,11,1,43,3.2,1,5d4164fe8f521cb4fd5c4fdec2b5cf4099ad3eddb7ec72a9121fc525dcb43b44,760aca3f67cb948e882cd1c3170d45234fffa6616fd9809eb58f38dc6c30dcca,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,124f2b3b059ce858f7c9a7616a1aaeb51c198257402134ede4056ab01f2aa89a,87db4e8ff31d162c9b72ebb2bc2d48080e0f094014564e6ae6da2ce8cc825475,TB-12,0,12,0,44,-3.25,1,d1cf551dac5895a144e933be9ae4cbccd1aadba8212f3924f04922f777582341,7332f6e3b2c426aee962bcdf084aa04eec69e39d033b53ec008b49f80900b947,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,f5ee960c9cc474f176e4e5251004c0ff1da7efeebba32a936db3703d5c29ef65,6a96e2d1f414456187f73b03b9c9ac95a6e222d0fbc470a2252b2d8bbc0f6efa,TB-12,1,12,2,45,3.3,1,d1cf551dac5895a144e933be9ae4cbccd1aadba8212f3924f04922f777582341,7332f6e3b2c426aee962bcdf084aa04eec69e39d033b53ec008b49f80900b947,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,119018bdb1664ce5566e2f99e18783e4c2d7093729b02ebc4787cb6fc26b04b2,c3b30d9e1dd5524b6bcdca51fe6f006add94765b4be7706af0e59d5c00b24fee,TB-12,0,12,3,46,-3.35,1,d1cf551dac5895a144e933be9ae4cbccd1aadba8212f3924f04922f777582341,7332f6e3b2c426aee962bcdf084aa04eec69e39d033b53ec008b49f80900b947,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,2be5ffd4929fed64c9b1e31b28efce4379499a597aec31ae7a598650a4e723f2,19640060eef8516dff8d0973a4654d5c6c0263d77d6cd1b65e027db110acfe68,TB-12,1,12,1,47,3.4,1,d1cf551dac5895a144e933be9ae4cbccd1aadba8212f3924f04922f777582341,7332f6e3b2c426aee962bcdf084aa04eec69e39d033b53ec008b49f80900b947,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,d2efd3b016e1cb5e321e6ef7b9496220356d2429fc7adb4cae706a80a0b26ec9,10c06445fe506aa81381deecaa9d05471d27f757faa08e87757c350fc4cdfea4,TB-13,0,13,0,48,-3.45,1,3ff686f50133f9a8b1d21dbc96e5e7c963dc15f2846e81de9272e7ed1577cb54,e5e3c1e63aeba4cf2f66836e7bd8bb13b8ec8bdd891ba361657fec52c566851a,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,8461022ed55924396acf59833035121c9fbb37562f02912e69b82dc39598283a,200d372d171cd09dd84a3a0195cd20a645b856dfccd695a0e44faeac19b4ad32,TB-13,1,13,2,49,3.5,1,3ff686f50133f9a8b1d21dbc96e5e7c963dc15f2846e81de9272e7ed1577cb54,e5e3c1e63aeba4cf2f66836e7bd8bb13b8ec8bdd891ba361657fec52c566851a,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
