RunID,NodeID,NodeType,ParentNodeID,PacketID,FlowID,UEID,Bytes,Bits,SHA256,CreatedEventID,Disposition,Status
MAC_PHASE08_R18_20260727033902,f955d84263bf1bb321a68d4dd618d4f9932b535575702de290864ace9a40ffb9,SDU,a801240d26ec4038b3448453bfceb120fd5567b3074d2d3cddddaefb812ff182,PKT-4,4,4,104,,f955d84263bf1bb321a68d4dd618d4f9932b535575702de290864ace9a40ffb9,EV-4-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,04e191bb772ca039c18cd9d51cfe47506b663eb6c3a66ca9282ba4cdf5186889,SUBPDU,f955d84263bf1bb321a68d4dd618d4f9932b535575702de290864ace9a40ffb9,PKT-4,4,4,104,,04e191bb772ca039c18cd9d51cfe47506b663eb6c3a66ca9282ba4cdf5186889,EV-4-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,a9828b99bbd6e6401be8a94fe08e42c16f394d0867f6bb79289c676ec536c8dc,TB,04e191bb772ca039c18cd9d51cfe47506b663eb6c3a66ca9282ba4cdf5186889,PKT-4,4,4,104,,a9828b99bbd6e6401be8a94fe08e42c16f394d0867f6bb79289c676ec536c8dc,EV-4-4,tb,PASS
MAC_PHASE08_R18_20260727033902,b821161cfb7cf87ce3ef876ba5476425f15f8a2202b287ba7f5b994e284e96ea,ATTEMPT,a9828b99bbd6e6401be8a94fe08e42c16f394d0867f6bb79289c676ec536c8dc,PKT-4,4,4,104,,b821161cfb7cf87ce3ef876ba5476425f15f8a2202b287ba7f5b994e284e96ea,EV-4-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,9a7869501b73dba6e79ca547df2a309c87792d5fc909d9c8159f9b64d4c2888d,DELIVERY,b821161cfb7cf87ce3ef876ba5476425f15f8a2202b287ba7f5b994e284e96ea,PKT-4,4,4,104,,9a7869501b73dba6e79ca547df2a309c87792d5fc909d9c8159f9b64d4c2888d,EV-4-6,delivery,PASS
MAC_PHASE08_R18_20260727033902,857b2cfa3e3af54c9f4378027d2e791279222a7fed9615520e6906f446ef0a1c,PACKET,,PKT-5,5,5,105,,857b2cfa3e3af54c9f4378027d2e791279222a7fed9615520e6906f446ef0a1c,EV-5-1,packet,PASS
MAC_PHASE08_R18_20260727033902,5c5505627f6128278351dba2da486c96ac764a4df84f3a1fd2fa581677baa621,SDU,857b2cfa3e3af54c9f4378027d2e791279222a7fed9615520e6906f446ef0a1c,PKT-5,5,5,105,,5c5505627f6128278351dba2da486c96ac764a4df84f3a1fd2fa581677baa621,EV-5-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,c2b1ef11e2c63a800a91dc8b4c0e1c11ad87d91046ab95ee535a1fcf6624c013,SUBPDU,5c5505627f6128278351dba2da486c96ac764a4df84f3a1fd2fa581677baa621,PKT-5,5,5,105,,c2b1ef11e2c63a800a91dc8b4c0e1c11ad87d91046ab95ee535a1fcf6624c013,EV-5-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,593889ac9b3ff60c3adea84c7c1553ffa4a98dadb67f2c095612447b0ece989b,TB,c2b1ef11e2c63a800a91dc8b4c0e1c11ad87d91046ab95ee535a1fcf6624c013,PKT-5,5,5,105,,593889ac9b3ff60c3adea84c7c1553ffa4a98dadb67f2c095612447b0ece989b,EV-5-4,tb,PASS
MAC_PHASE08_R18_20260727033902,a6c126b04dbffa133ed5fc37feeb26be6841f8c30bf29e1d1a5a8fe6779de8bb,ATTEMPT,593889ac9b3ff60c3adea84c7c1553ffa4a98dadb67f2c095612447b0ece989b,PKT-5,5,5,105,,a6c126b04dbffa133ed5fc37feeb26be6841f8c30bf29e1d1a5a8fe6779de8bb,EV-5-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,648b5cbf5bf8ee02b08d3c8aada80cdbfc414e7d7daf8ba57c51bff234e17107,DELIVERY,a6c126b04dbffa133ed5fc37feeb26be6841f8c30bf29e1d1a5a8fe6779de8bb,PKT-5,5,5,105,,648b5cbf5bf8ee02b08d3c8aada80cdbfc414e7d7daf8ba57c51bff234e17107,EV-5-6,delivery,PASS
MAC_PHASE08_R18_20260727033902,a15b8d3ac740fe247a7c74832a2deaddf533272611b0bb26726545884ba92093,PACKET,,PKT-6,1,6,106,,a15b8d3ac740fe247a7c74832a2deaddf533272611b0bb26726545884ba92093,EV-6-1,packet,PASS
MAC_PHASE08_R18_20260727033902,cc0bd1b53bc6731afd47e98ef298fe0b332cf81ccbb15fda87d27fcd471b70c1,SDU,a15b8d3ac740fe247a7c74832a2deaddf533272611b0bb26726545884ba92093,PKT-6,1,6,106,,cc0bd1b53bc6731afd47e98ef298fe0b332cf81ccbb15fda87d27fcd471b70c1,EV-6-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,76e9a621de101c7979ccf1f50f466148dab14291ecad81fa6c26df799b5e3332,SUBPDU,cc0bd1b53bc6731afd47e98ef298fe0b332cf81ccbb15fda87d27fcd471b70c1,PKT-6,1,6,106,,76e9a621de101c7979ccf1f50f466148dab14291ecad81fa6c26df799b5e3332,EV-6-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,f65db938c5590aceb057e86905095b8c3232d2c7688b7c1798b571e87b4a55a1,TB,76e9a621de101c7979ccf1f50f466148dab14291ecad81fa6c26df799b5e3332,PKT-6,1,6,106,,f65db938c5590aceb057e86905095b8c3232d2c7688b7c1798b571e87b4a55a1,EV-6-4,tb,PASS
MAC_PHASE08_R18_20260727033902,0763fa1aa0419a1bb032f4d95db6aa31fa988c437c8c6acfe18091f939c6642e,ATTEMPT,f65db938c5590aceb057e86905095b8c3232d2c7688b7c1798b571e87b4a55a1,PKT-6,1,6,106,,0763fa1aa0419a1bb032f4d95db6aa31fa988c437c8c6acfe18091f939c6642e,EV-6-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,d56cbc10cd81433d5a699404c3230889d0b5bc0bc25a53419c9fa6f2a6352808,DELIVERY,0763fa1aa0419a1bb032f4d95db6aa31fa988c437c8c6acfe18091f939c6642e,PKT-6,1,6,106,,d56cbc10cd81433d5a699404c3230889d0b5bc0bc25a53419c9fa6f2a6352808,EV-6-6,delivery,PASS
MAC_PHASE08_R18_20260727033902,483f37a25b449addb1795695c92080a426e3f26870075753d93be9288bd0b551,PACKET,,PKT-7,2,7,107,,483f37a25b449addb1795695c92080a426e3f26870075753d93be9288bd0b551,EV-7-1,packet,PASS
MAC_PHASE08_R18_20260727033902,993260115439ab303b22e041a962824b3748047a200d314f3213431e298b18dd,SDU,483f37a25b449addb1795695c92080a426e3f26870075753d93be9288bd0b551,PKT-7,2,7,107,,993260115439ab303b22e041a962824b3748047a200d314f3213431e298b18dd,EV-7-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,45da1be7aca86d64502773d05500d5d121dcdd69ed58cdbd3c0d4296d9bc693a,SUBPDU,993260115439ab303b22e041a962824b3748047a200d314f3213431e298b18dd,PKT-7,2,7,107,,45da1be7aca86d64502773d05500d5d121dcdd69ed58cdbd3c0d4296d9bc693a,EV-7-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,6057863a7c93eac3c4346e6e1544920353101af61fa482c06ff195295df58f1b,TB,45da1be7aca86d64502773d05500d5d121dcdd69ed58cdbd3c0d4296d9bc693a,PKT-7,2,7,107,,6057863a7c93eac3c4346e6e1544920353101af61fa482c06ff195295df58f1b,EV-7-4,tb,PASS
MAC_PHASE08_R18_20260727033902,5b7d245e90fdbab8b86a38a29401784289803d976f66380adad42798160f046c,ATTEMPT,6057863a7c93eac3c4346e6e1544920353101af61fa482c06ff195295df58f1b,PKT-7,2,7,107,,5b7d245e90fdbab8b86a38a29401784289803d976f66380adad42798160f046c,EV-7-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,5cc5070ddbb5ff15098f2e3f9e559cb9171aced38125448d87e5c931432b51a4,DELIVERY,5b7d245e90fdbab8b86a38a29401784289803d976f66380adad42798160f046c,PKT-7,2,7,107,,5cc5070ddbb5ff15098f2e3f9e559cb9171aced38125448d87e5c931432b51a4,EV-7-6,delivery,PASS
MAC_PHASE08_R18_20260727033902,f98ece11a7e87ceac8bad3391243b7df90518a5180ee9f7fa7f6f6ad87686365,PACKET,,PKT-8,3,8,108,,f98ece11a7e87ceac8bad3391243b7df90518a5180ee9f7fa7f6f6ad87686365,EV-8-1,packet,PASS
MAC_PHASE08_R18_20260727033902,a9b027b8ea4785d4ea73cbe3d8f86d7ca5a20dafe53123e1b3a9a0ff5205b3b4,SDU,f98ece11a7e87ceac8bad3391243b7df90518a5180ee9f7fa7f6f6ad87686365,PKT-8,3,8,108,,a9b027b8ea4785d4ea73cbe3d8f86d7ca5a20dafe53123e1b3a9a0ff5205b3b4,EV-8-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,935d70396a20936b0dd9faa8418a245007eb319f18731ba39fbe002ec7ff8685,SUBPDU,a9b027b8ea4785d4ea73cbe3d8f86d7ca5a20dafe53123e1b3a9a0ff5205b3b4,PKT-8,3,8,108,,935d70396a20936b0dd9faa8418a245007eb319f18731ba39fbe002ec7ff8685,EV-8-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,1808ce55ef3a8263dfdd14680d1a0e135b182ae85c5ad2e6faf27d62b8ecbc61,TB,935d70396a20936b0dd9faa8418a245007eb319f18731ba39fbe002ec7ff8685,PKT-8,3,8,108,,1808ce55ef3a8263dfdd14680d1a0e135b182ae85c5ad2e6faf27d62b8ecbc61,EV-8-4,tb,PASS
MAC_PHASE08_R18_20260727033902,97ecffb61761f15ac656539b6ef51e105dde3fa34bb2e8558b0927b3f4d2c114,ATTEMPT,1808ce55ef3a8263dfdd14680d1a0e135b182ae85c5ad2e6faf27d62b8ecbc61,PKT-8,3,8,108,,97ecffb61761f15ac656539b6ef51e105dde3fa34bb2e8558b0927b3f4d2c114,EV-8-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,fc5ea295936162bc29624c1b8824d771e20150afd0dfae61a4dc16aec603908d,DELIVERY,97ecffb61761f15ac656539b6ef51e105dde3fa34bb2e8558b0927b3f4d2c114,PKT-8,3,8,108,,fc5ea295936162bc29624c1b8824d771e20150afd0dfae61a4dc16aec603908d,EV-8-6,delivery,PASS
MAC_PHASE08_R18_20260727033902,5f27f680e7b25c7d1f2acb6a956636ae661b952a94d824c6633dfe9e7a6fc82a,PACKET,,PKT-9,4,1,109,,5f27f680e7b25c7d1f2acb6a956636ae661b952a94d824c6633dfe9e7a6fc82a,EV-9-1,packet,PASS
MAC_PHASE08_R18_20260727033902,5dd8e9896b69684083e28ae52ae56bc6378d095cda75cdca666af2955a3f1690,SDU,5f27f680e7b25c7d1f2acb6a956636ae661b952a94d824c6633dfe9e7a6fc82a,PKT-9,4,1,109,,5dd8e9896b69684083e28ae52ae56bc6378d095cda75cdca666af2955a3f1690,EV-9-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,81eeaf3b5eca6677c43365f868218badb37dbd2e898a2bd2072159ad9d3baae3,SUBPDU,5dd8e9896b69684083e28ae52ae56bc6378d095cda75cdca666af2955a3f1690,PKT-9,4,1,109,,81eeaf3b5eca6677c43365f868218badb37dbd2e898a2bd2072159ad9d3baae3,EV-9-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,c2a8a87ae4aab55e871c4a22349ff18f85ff42ecf63d44bfffc11e33fc0623f5,TB,81eeaf3b5eca6677c43365f868218badb37dbd2e898a2bd2072159ad9d3baae3,PKT-9,4,1,109,,c2a8a87ae4aab55e871c4a22349ff18f85ff42ecf63d44bfffc11e33fc0623f5,EV-9-4,tb,PASS
MAC_PHASE08_R18_20260727033902,c5ef1cdf2bdb69eef4424f0c9a0f1e5c6feadf13f22f2e5219ffa2d605a01105,ATTEMPT,c2a8a87ae4aab55e871c4a22349ff18f85ff42ecf63d44bfffc11e33fc0623f5,PKT-9,4,1,109,,c5ef1cdf2bdb69eef4424f0c9a0f1e5c6feadf13f22f2e5219ffa2d605a01105,EV-9-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,7ccfcc0949d612209923acdd43c0e37f826f2d89d094823fa143d80d4f8431cb,DELIVERY,c5ef1cdf2bdb69eef4424f0c9a0f1e5c6feadf13f22f2e5219ffa2d605a01105,PKT-9,4,1,109,,7ccfcc0949d612209923acdd43c0e37f826f2d89d094823fa143d80d4f8431cb,EV-9-6,delivery,PASS
MAC_PHASE08_R18_20260727033902,05089d285f5b54e0d1dfcd299b633af0ffde2f70711e56d40a2655948df3fdf2,PACKET,,PKT-10,5,2,110,,05089d285f5b54e0d1dfcd299b633af0ffde2f70711e56d40a2655948df3fdf2,EV-10-1,packet,PASS
MAC_PHASE08_R18_20260727033902,2112c42131c582bd589964897556418e3fccbb9ac0938b18e321fb19fa6a40cc,SDU,05089d285f5b54e0d1dfcd299b633af0ffde2f70711e56d40a2655948df3fdf2,PKT-10,5,2,110,,2112c42131c582bd589964897556418e3fccbb9ac0938b18e321fb19fa6a40cc,EV-10-2,sdu,PASS
MAC_PHASE08_R18_20260727033902,1c2d92df29a7858670478ec18897951331bc3a832774c8604642884dcccbaf98,SUBPDU,2112c42131c582bd589964897556418e3fccbb9ac0938b18e321fb19fa6a40cc,PKT-10,5,2,110,,1c2d92df29a7858670478ec18897951331bc3a832774c8604642884dcccbaf98,EV-10-3,subpdu,PASS
MAC_PHASE08_R18_20260727033902,ed511dd2156dcb34974f1f7b213d6a609edc889d05b8d3f6714590e7da6fdd23,TB,1c2d92df29a7858670478ec18897951331bc3a832774c8604642884dcccbaf98,PKT-10,5,2,110,,ed511dd2156dcb34974f1f7b213d6a609edc889d05b8d3f6714590e7da6fdd23,EV-10-4,tb,PASS
MAC_PHASE08_R18_20260727033902,725eb0b050686cb11b18a547ea538b8d928826fb9af512e1a64bba82140af601,ATTEMPT,ed511dd2156dcb34974f1f7b213d6a609edc889d05b8d3f6714590e7da6fdd23,PKT-10,5,2,110,,725eb0b050686cb11b18a547ea538b8d928826fb9af512e1a64bba82140af601,EV-10-5,attempt,PASS
MAC_PHASE08_R18_20260727033902,8ce1dd2a346d459dbc8e8a93a6106be6cc39a0882ef5d50ca4aabf4b4e4aa246,DELIVERY,725eb0b050686cb11b18a547ea538b8d928826fb9af512e1a64bba82140af601,PKT-10,5,2,110,,8ce1dd2a346d459dbc8e8a93a6106be6cc39a0882ef5d50ca4aabf4b4e4aa246,EV-10-6,delivery,PASS
