RunID,GrantID,CandidateID,DecodedDCIEventID,UEID,ServingCell,ScheduledCell,Direction,BWPID,PRBSet,SymbolAllocation,MCS,TBSBits,HARQProcess,Codeword,NDIEpoch,RV,Committed,GrantSHA256,Status
MAC_PHASE08_R18_20260727033902,a64960e3479cb3a0896f6cc299d0c24aa0b9c823c76305f9b1cd6dfbd90e0d8c,b5fb6211424bf5903576ab707586c3b957a4ae9b48b145bcb69cbf5c20b69c52,83fc926e06ffcec562680d409828c761a314aaf08e0f5ebe0ac466a9d3e32714,1,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,5,800,0,0,1,0,true,8dab6d22e2470c5a82967fc83503cf6007e323248fdc4a13abefb2d6e9be23de,PASS
MAC_PHASE08_R18_20260727033902,e4f4feb9c19eba7e9b288b2d30c9d88e24173a88e7c9b90dd4cd1d68e07ff337,74aefc4fb2dfbf09bab541b1ff7f0a758906cc7a699844b23854edc27162f581,9dcf8c6aa82b76f7aad4694e6729683299a1a3297ad7c191f7c346ccdbdd2f66,8,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,20,800,15,1,1,1,true,22ac314df355b911dc75e578eed2688d4e2bc5790a58fdfecb00bb5e204af6fc,PASS
MAC_PHASE08_R18_20260727033902,9c82a78c5bb7592981e030b9f000b6fc1bdd46d46729d1a307861e8e7aba74c1,fad11bd7cc6d4c20fd1f8f75c099c3bdfe2400fa9377da4eaa9a23a6af06747b,0078ae83e0b64878652e3bbf708e48fe05303dc1a7dc191860957687c6673145,1,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,21,800,0,0,2,0,true,1d38eb5e1858e5bccab869b91c1cad76094e8dc1bab485b3c540089b97e5de16,PASS
MAC_PHASE08_R18_20260727033902,ed8b83555f95f6e5ab95cbea6e341db804d40af593f99aa09c01852173d8b9d3,b5e171dd63dd506421dbae556d024cfad4f1a06d773e44ad6298fa5e0af33898,dfd5ef09eb267fd0a6efab42b3dee0f285b705c8cf0dfb824721846ab0bab7c8,2,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,22,800,1,1,2,2,true,98cb877aeae7210924d2e632a0a7ec2a1ceb582d714ad8ddc63df48195badc1f,PASS
MAC_PHASE08_R18_20260727033902,f1386cf7b80e043bdaf011131cc82a6f42779bcefa46d0c91be285416e4f3c21,2b4ce60dd728fc72c7b001856af36f947c3ca4b6004215c62caa8bab6817c4e3,bd619ccbe5602040dca6642fc09b56cace401b1c5e90810cb1e699a16b0a6dbe,3,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,23,800,2,0,2,3,true,54cc96f0413822ca747ecb108b0639f8e50ae494f01f885d96cb538b3db7fd53,PASS
MAC_PHASE08_R18_20260727033902,6c3ebc09874bf2fa48d367543c66d14fbf338d5e4b63ff1752da741252c8ed77,fd4f23adc1556b0a2dcf85f7ae89a74a1ecbdd672ea18e88d146c62956bc6a36,3fe8288bc0cb4b2f480b2728a18a649f60120746dbdb3b055d92432fa434e651,4,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,4,800,3,1,2,1,true,d6d5d26462982344df08f45980556eae4a4b016959b30e7c39b1469dcb8c6ed5,PASS
MAC_PHASE08_R18_20260727033902,83a37ffc26cf06497473fb48eab66d5f5881de2bb5b9ceb5e409fa8a52d6668e,4f30053aa8694a4785194d1e9e393814e1dfb2746eeced8095cc503dd228a3f9,7df7faced19b03b453fdb27b15c5dfdaf9c4b0ad6839d35629c8f5dcb458253d,5,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,5,800,4,0,2,0,true,ec0a3b29334d134643f81b45da190c0236d36db42dac08ee5420c695eafc8b32,PASS
MAC_PHASE08_R18_20260727033902,4904582ffa87cc56bcb68241adf3bda8b7569fcae34a4fe6c0feef7a3b645724,b7c9167f53e82890f3ca3523612c22b439c36ed17841c2076059fffddff3ee87,35038770e621de4a5728a4bfc94afff2d63fec565bb66959537d9665748dfb78,6,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,6,800,5,1,2,2,true,bd39802392a1f54c6a67852eb52816e3ae5cfe9c2fd737892968e5cd43fbd25a,PASS
MAC_PHASE08_R18_20260727033902,2ae0a6cdb36ebe20c82e97da66be616fe14decd843c4ee9ddb9c141e23639663,1f316001d2adf47ddef970920a537dd24d040d3b5d028a98c623d721215f048d,27c2f7c9230967ea7da742344c97530727bf6ccb3703200a0a6c1f6363cd56c0,7,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,7,800,6,0,2,3,true,e932c4e1c421ea2a8fb98ec6924474e00935212723d4407c5c9af4e04bcd21d7,PASS
MAC_PHASE08_R18_20260727033902,c7d1941e48349e19b8e36452ef0713574665ee8ecadbebfb1de62b090a526a02,ec2fbb9bd7dfe29c17c9a8ef06a8861487a52a49dfc58b9cf507875618ad6c85,d7c23a3bf74c84548e41996f01c79461039938c0c833d21af37ea4f3e8097aa0,8,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,8,800,7,1,2,1,true,ae81b4960c5f483da02d4ed44a8c003dc132b2831a5c11ee3ead5ad996dca000,PASS
MAC_PHASE08_R18_20260727033902,1f57665e9e23b6828b789d6010648351f97a93158c9cddd3feb30638ed1a1362,ef43848da6a01348d38fc203181ccae14e1b0a079c8b615ede217e263ca2e9c9,3602960d52a7eb7cf054ed0cce899421949e898e553e7d61aa6ec909c6c5488a,1,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,9,800,8,0,2,0,true,5ed6fffd7fe07854dab097e46caec98d99cdb8a400190e5ad66a3031e0173e85,PASS
MAC_PHASE08_R18_20260727033902,8bdb9c74d7cd947393ae60c54a4e3789a02ca2f4419fbdd132a75e9a62485e14,67b843ce20f60915437c6a1205fafe7f6b9c24a47c83741cf2f4f32cebcdb50a,d2bafb65cac10cae8945b509edca1efc964c4a748e0236d0ed7304ddc816bc19,2,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,10,800,9,1,2,2,true,077a9ec1b79d2d3cff5fdb7a262fa65b5ee1e7470306a17779ea8aacff76b247,PASS
MAC_PHASE08_R18_20260727033902,b1f81da0f47b82f24b84fc01cafe6cafd52d2ec4f5433b26b2f20addc6fcf6cb,206c238655496971193de2790739d5c0c3aa4988b2c1cdbb3de270d7ff636384,a37eb19b4adc4e97154c18e285b7534dc04c6b8cccd87ba6176b59c3278cbc95,3,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,11,800,10,0,2,3,true,5b2c9f6d837b1f779297837545cb14d4eb169cea9bbaf5eb6f859b10aa5c354c,PASS
MAC_PHASE08_R18_20260727033902,806e00f318f916a49f8d977b0f82cfc561e8b1ac3721227dd4df626f2f3cdc00,1fe60a8732a195a3eb755c26232738f6f46cd3c0758c38e8198317e6d2df4fef,8944fb0a11d8149c0929184db6d8a57be73ff38bbea9210809c507e17cc46b03,4,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,12,800,11,1,2,1,true,3f89c7770963495c1cb8cdf5289e7d3c8ea720b639fc62ccaaa7e802a42c5a78,PASS
MAC_PHASE08_R18_20260727033902,650c386202d74a9f99bb9eb48066d8c5e19cf7a5fb97593396d719139de35c8a,0e50d953720f09101e7af7d5693466d64a7280d78fbd67e4540d390fb5172aed,a4f8e9690d342cba75a6a6e327f017c0f7de0ed8cc69827636c09a4f63373fa2,5,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,13,800,12,0,2,0,true,8fe372e12114438b8910357d439443e53b21841938ce8de8508b12bbd21cb0f2,PASS
MAC_PHASE08_R18_20260727033902,cb9c96d699631cc5e3cba1f18f3075773e79f886d18e490f524c83801b443008,cced5acb99ce309215064759f1c7c6e15c3c5ed390db5e2b7dca4a016792eb6c,792c24a2649a81fdb7cbddf2e59bd583c9cb1ea18da7c42183bc3e3969404180,6,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,14,800,13,1,2,2,true,bd0ba54bd38a8d53440ea87de94731f9e0f0734799643c786f1213a6af5b390d,PASS
MAC_PHASE08_R18_20260727033902,1fdafd6afe2fbddf0644e34b0665c8eac5330a60809d65fad7cf58cdf58a3e35,e25c67cf0e17b2659a3accd93c2a2555c5a545e220c5f15d460f528621880ae0,9460c39f16a749537dd6ba67089720fe464245167a8366525b2a81a1ddca191b,7,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,15,800,14,0,2,3,true,e60c51fd2e12c8f908037a4892516b887c732bb942143e266d266f4f67dd6770,PASS
MAC_PHASE08_R18_20260727033902,a5206c91b6aa24cedb70da73b66fbf20679c4dea10e2528e5717db0ec89ce3f6,9db3a3d5c23c103a4da9f26d59d92a533a64b26dafd3220f54f9dc64857765b9,e239f9a8c3c23c926539fbdb0b45464e5808d880fe55e9a76a97e99d7b59b767,8,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,16,800,15,1,2,1,true,c1b272eccb2230e5afef0bfb9fdd562eb933833ca5bc275342b987de2bf05d46,PASS
MAC_PHASE08_R18_20260727033902,850063dcd4f3eb87c726734b3e4716838d515464c57e8eca0dd2cc106fa3b473,fa95812b1126d00f1fcf150556aa209aa367be4ad11b3380929b7b829daa2a19,ddffffb01771906c33a7fc324e232c9e96f3a4bc458fbbab6619aeb4c446c629,1,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,17,800,0,0,3,0,true,77ac6860dc612110795f415234d76f5ca56f2f7d0030ec63dd42e3dd66be069a,PASS
MAC_PHASE08_R18_20260727033902,ed893eb6402787a7bf10f492bc6e057c52027729437598c3966fbbcb215ab4d3,af6f3e3cf6a754d6cb9c7c4a5738e51d0d205f6c808b6be54bafdb5c46005aae,952074e175f8c036e947cfc0d6feab2158c00582cda0ec37bd7b8c569c3df973,2,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,18,800,1,1,3,2,true,6d579d2d1545ec65a58c6816a070e44a050b0302a2a3c61fb50e0049aa4af88b,PASS
MAC_PHASE08_R18_20260727033902,e6017437e66ee4534c02deaf4c2b2e109ceaeaa95ea2c85265169cbfad6b8b2b,6c08dfaefdb441460b146ccdfa5f28998777891050db1ba891b63e07c0673146,cf96bc3f53319ddeea4c422484591b42033cc6b3d96c3e4561b76ff92444dbfa,3,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,19,800,2,0,3,3,true,9623618528a2b573338cbff85dd0259ff6fe33c72ad61e3137bad4696f7e7771,PASS
MAC_PHASE08_R18_20260727033902,ed5015915393661ea1c0ed1fcc411301aa77beb9dfa10ab84de4df6b73f33a12,06032754838326cb551a43d80288c55b95cc36e419121f21af10713400f28049,b4604563c7050431e0cd85f53ad458711570a968dc3fcfcf9b22fbd8ff2f9a16,4,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,20,800,3,1,3,1,true,d363093b4140c7c3d4d71a68e51163365f7580a91d77a82387b4c69016414e1c,PASS
MAC_PHASE08_R18_20260727033902,cd17d8d6996fabcb22d662b55b09aab886eca23c3f8f681de9fb8b9cc60a106c,26b7b0fc54dd7a37a7c107d47baa96a9671bf3b20c2232cf2ff0e9ed3b15a69b,10e50987903182bbe5804387af6cc34eee714c10b364f46d0fb340ed4582dc2f,5,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,21,800,4,0,3,0,true,29a28de6a29e7587561a3b501f3c378c67b64be505c95ffbeeeaf2249c327952,PASS
MAC_PHASE08_R18_20260727033902,41ebe8373b99e7d96d90fbac9f20789abaa403c25acfc95c45e20e5366af989c,c41b0dfd0dcb0efd1780a906b75ab2addb6d2f4e000304e841ed5959bcf3cd55,68d1339927fd9d1dde58218c9b08e6930c979391d3c5372cc6454a02e3f2a6c4,6,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,22,800,5,1,3,2,true,7e1e319b7b34a16b466b046b7e905159547c1ff4148aaf6a3e236096b5c015ba,PASS
MAC_PHASE08_R18_20260727033902,ab38324039285b721ae0e1edfd73866ec31e8bbde7139861cfb9d49f78a7b4d4,0304f17d52c17f5d6de498e042a36a6c665ab143e9b8dd4b8bafc192f131d411,eb7150583ce915407bd2a5751f574bc609d9299c1aa7790c5655e193a08f5e65,7,0,0,DL,0,0|1|2|3|4|5|6|7|8|9,2|10,23,800,6,0,3,3,true,bf95d193807c8aec929a0dd5cbddf00eea956a86c144585502449d1cc3fa8543,PASS
MAC_PHASE08_R18_20260727033902,f81d1a72a5ef9bfa712a536fddb925bc907ac9fb78171cc441d0b36433e06dc8,a3b3a21576031ff2e4aed114284560533a1fdc877a6b74ce0ca75389cee7a083,b34849054eeb64b5643dc696b711108f8b3d7f25d61d122fcade92a706ac8acd,8,1,1,UL,1,0|1|2|3|4|5|6|7|8|9,2|10,4,800,7,1,3,1,true,428b6bc7f8ee9a2ad821c654882672b8337033a8a9cc01c39e2a926659c89b8c,PASS
