FamilyID,CaseID,CFOError_Hz,TimingError_samples,SCODrift_samples,FalseLock,Status
F09,F09-P05-B,0,0,0,0,PASS
F09,F09-P05-T,9.36201348231602,0.0936201348231602,0.00936201348231602,0,PASS
F09,F09-P06-B,0,0,0,0,PASS
F09,F09-P06-T,9.45454745169706,0.0945454745169706,0.00945454745169706,0,PASS
F10,F10-P01-B,0,0,0,0,PASS
F10,F10-P01-T,16.666857302834,0.16666857302834,0.016666857302834,0,PASS
F10,F10-P02-B,0,0,0,0,PASS
F10,F10-P02-T,16.5184247186013,0.165184247186013,0.0165184247186013,0,PASS
F10,F10-P03-B,0,0,0,0,PASS
F10,F10-P03-T,16.6892451441394,0.166892451441394,0.0166892451441394,0,PASS
F10,F10-P04-B,0,0,0,0,PASS
F10,F10-P04-T,16.3102785860432,0.163102785860432,0.0163102785860432,0,PASS
F10,F10-P05-B,0,0,0,0,PASS
F10,F10-P05-T,16.3509363329751,0.163509363329751,0.0163509363329751,0,PASS
F10,F10-P06-B,0,0,0,0,PASS
F10,F10-P06-T,16.5201645713302,0.165201645713302,0.0165201645713302,0,PASS
F11,F11-P01-B,135.548513566785,1.35548513566785,0.135548513566785,0,PASS
F11,F11-P01-T,135.439197126937,1.35439197126937,0.135439197126937,0,PASS
F11,F11-P02-B,140.551121300521,1.40551121300521,0.140551121300521,0,PASS
F11,F11-P02-T,140.564907964468,1.40564907964468,0.140564907964468,0,PASS
F11,F11-P03-B,140.144112573896,1.40144112573896,0.140144112573896,0,PASS
F11,F11-P03-T,140.214880800848,1.40214880800848,0.140214880800848,0,PASS
F11,F11-P04-B,137.67969066054,1.3767969066054,0.13767969066054,0,PASS
F11,F11-P04-T,137.693893733509,1.37693893733509,0.137693893733509,0,PASS
F11,F11-P05-B,138.306981442891,1.38306981442891,0.138306981442891,0,PASS
F11,F11-P05-T,138.311309755568,1.38311309755568,0.138311309755568,0,PASS
F11,F11-P06-B,140.674228908997,1.40674228908997,0.140674228908997,0,PASS
F11,F11-P06-T,140.680994323394,1.40680994323394,0.140680994323394,0,PASS
F12,F12-P01-B,135.548513566785,1.35548513566785,0.135548513566785,0,PASS
F12,F12-P01-T,135.445064223505,1.35445064223505,0.135445064223505,0,PASS
F12,F12-P02-B,140.551121300521,1.40551121300521,0.140551121300521,0,PASS
F12,F12-P02-T,140.567898369791,1.40567898369791,0.140567898369791,0,PASS
F12,F12-P03-B,140.144112573896,1.40144112573896,0.140144112573896,0,PASS
F12,F12-P03-T,140.216094808117,1.40216094808117,0.140216094808117,0,PASS
F12,F12-P04-B,137.67969066054,1.3767969066054,0.13767969066054,0,PASS
F12,F12-P04-T,137.693040843769,1.37693040843769,0.137693040843769,0,PASS
F12,F12-P05-B,138.306981442891,1.38306981442891,0.138306981442891,0,PASS
F12,F12-P05-T,138.308471460727,1.38308471460727,0.138308471460727,0,PASS
F12,F12-P06-B,140.674228908997,1.40674228908997,0.140674228908997,0,PASS
F12,F12-P06-T,140.681965815961,1.40681965815961,0.140681965815961,0,PASS
F13,F13-P01-B,135.548513566785,1.35548513566785,0.135548513566785,0,PASS
F13,F13-P01-T,135.450904931128,1.35450904931128,0.135450904931128,0,PASS
F13,F13-P02-B,140.551121300521,1.40551121300521,0.140551121300521,0,PASS
F13,F13-P02-T,140.570854553552,1.40570854553552,0.140570854553552,0,PASS
F13,F13-P03-B,140.144112573896,1.40144112573896,0.140144112573896,0,PASS
F13,F13-P03-T,140.217246078647,1.40217246078647,0.140217246078647,0,PASS
F13,F13-P04-B,137.67969066054,1.3767969066054,0.13767969066054,0,PASS
F13,F13-P04-T,137.692128743129,1.37692128743129,0.137692128743129,0,PASS
F13,F13-P05-B,138.306981442891,1.38306981442891,0.138306981442891,0,PASS
F13,F13-P05-T,138.305562365016,1.38305562365016,0.138305562365016,0,PASS
F13,F13-P06-B,140.674228908997,1.40674228908997,0.140674228908997,0,PASS
F13,F13-P06-T,140.682882845961,1.40682882845961,0.140682882845961,0,PASS
