FamilyID,Metric,BaselineMean,TreatmentMean,Effect,CILower,CIUpper,PValue,AdjustedPValue,PracticalSignificance,Status
F53,AppliedPower_dBm,0.0205999132796251,21,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F54,AppliedPower_dBm,-6,14.9794000867204,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F55,AppliedPower_dBm,-2.98970004336019,17.9897000433602,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F56,AppliedPower_dBm,0.0205999132796251,21,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F57,AppliedPower_dBm,-6,14.9794000867204,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F58,AppliedPower_dBm,-2.98970004336019,17.9897000433602,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F59,AppliedPower_dBm,0.0205999132796251,21,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F60,AppliedPower_dBm,-6,14.9794000867204,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F61,AppliedPower_dBm,-2.98970004336019,17.9897000433602,20.9794000867204,20.9794000867204,20.9794000867204,0,0,1,PASS
F62,EVM_pct,75.0769603050428,47.5050320549521,-27.5719282500907,-27.6795868008613,-27.46426969932,0,0,1,PASS
F63,EVM_pct,75.0769603050428,47.5050320549521,-27.5719282500907,-27.6795868008613,-27.46426969932,0,0,1,PASS
F64,EVM_pct,75.0769603050428,47.5050320549521,-27.5719282500907,-27.6795868008613,-27.46426969932,0,0,1,PASS
