FigureId,TDocFigureNumber,Title,EvidenceClass,CampaignIds,SourceCsv,PNGPath,VectorPath,Mandatory,PublicationEligibility,Notes
RFIG-11,,FSP gain versus group size and delay spread,CALIBRATED_LLS,C05,fsp_group_delay_results.csv,figures/results/rfig_11.png,figures/results/rfig_11.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-12,,FSP net gain versus SRS-to-PUSCH age,CALIBRATED_LLS,C06,fsp_age_results.csv,figures/results/rfig_12.png,figures/results/rfig_12.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-13,,FSP channel-estimation NMSE versus group size and estimator,CALIBRATED_LLS,C06,fsp_chest_results.csv,figures/results/rfig_13.png,figures/results/rfig_13.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-14,,Per-branch PAPR and cubic-metric CCDF for FSP candidates,CALIBRATED_LLS,"C06,C07",fsp_rf_results.csv,figures/results/rfig_14.png,figures/results/rfig_14.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-15,,FSP versus frequency hopping and RB interleaving net throughput,CALIBRATED_LLS,C07,fsp_fh_interleaving_results.csv,figures/results/rfig_15.png,figures/results/rfig_15.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-16,,FSP virtual/physical group mapping error impact,CALIBRATED_LLS,C07,fsp_mapping_error_results.csv,figures/results/rfig_16.png,figures/results/rfig_16.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-17,,Codeword-mapping aggregate goodput versus SNR and layer imbalance,CALIBRATED_LLS,C08,cw_mapping_results.csv,figures/results/rfig_17.png,figures/results/rfig_17.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-18,,Per-codeword BLER versus SNR,CALIBRATED_LLS,C08,cw_per_codeword_results.csv,figures/results/rfig_18.png,figures/results/rfig_18.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-19,,Retransmitted bits and control overhead versus codeword mapping,CALIBRATED_LLS,C08,cw_harq_overhead_results.csv,figures/results/rfig_19.png,figures/results/rfig_19.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-20,,Decoder latency and peak buffer versus codeword mapping,CALIBRATED_LLS,C08,cw_complexity_results.csv,figures/results/rfig_20.png,figures/results/rfig_20.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-21,,Imbalance-aware one-codeword MCS versus two-codeword goodput,CALIBRATED_LLS,C09,cw_imbalance_aware_results.csv,figures/results/rfig_21.png,figures/results/rfig_21.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-22,,UCI error metrics for multi-codeword PUSCH mapping alternatives,CALIBRATED_LLS,C10,uci_multicw_error_results.csv,figures/results/rfig_22.png,figures/results/rfig_22.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-23,,Data goodput impact of UCI mapping on multi-codeword PUSCH,CALIBRATED_LLS,C10,uci_multicw_data_results.csv,figures/results/rfig_23.png,figures/results/rfig_23.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-24,,PUSCH-DMRS channel-estimation MSE versus boost,CALIBRATED_LLS,C11,dmrs_boost_mse.csv,figures/results/rfig_24.png,figures/results/rfig_24.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-25,,PUSCH BLER versus SNR for DMRS boost and density candidates,CALIBRATED_LLS,C11,dmrs_boost_bler.csv,figures/results/rfig_25.png,figures/results/rfig_25.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-26,,Net throughput versus DMRS boost at fixed total power,CALIBRATED_LLS,C11,dmrs_boost_net_throughput.csv,figures/results/rfig_26.png,figures/results/rfig_26.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-27,,PAPR and cubic-metric CCDF versus DMRS boost,CALIBRATED_LLS,C11,dmrs_boost_rf.csv,figures/results/rfig_27.png,figures/results/rfig_27.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-28,,PSD versus frequency for DMRS boost candidates,CALIBRATED_LLS,C11,dmrs_boost_psd.csv,figures/results/rfig_28.png,figures/results/rfig_28.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-29,,MU-MIMO near-far and pilot-leakage heat map,CALIBRATED_LLS,C11,dmrs_mu_near_far.csv,figures/results/rfig_29.png,figures/results/rfig_29.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-30,,"Power-headroom error versus duration, boost and reference rule",CALIBRATED_LLS,C12,phr_error_results.csv,figures/results/rfig_30.png,figures/results/rfig_30.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-31,,Clipping probability versus power-headroom reference rule,CALIBRATED_LLS,C12,phr_clipping_results.csv,figures/results/rfig_31.png,figures/results/rfig_31.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-32,,DMRS sequence cross-correlation heat map versus timing and CFO,CALIBRATED_LLS,C13,dmrs_sequence_correlation.csv,figures/results/rfig_32.png,figures/results/rfig_32.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-33,,DMRS sequence PAPR and cubic-metric CCDF,CALIBRATED_LLS,C13,dmrs_sequence_rf.csv,figures/results/rfig_33.png,figures/results/rfig_33.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-34,,DMRS sequence channel-estimation MSE and BLER,CALIBRATED_LLS,C13,dmrs_sequence_link.csv,figures/results/rfig_34.png,figures/results/rfig_34.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-35,,Receiver-assisted DMRS same-pattern baseline comparison,CALIBRATED_LLS,C14,ai_dmrs_same_pattern.csv,figures/results/rfig_35.png,figures/results/rfig_35.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-36,,Receiver-assisted DMRS generalization and complexity trade-off,CALIBRATED_LLS,C14,ai_dmrs_generalization.csv,figures/results/rfig_36.png,figures/results/rfig_36.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-37,,DMRS port utilization distribution,MULTICELL_SLS,C15,dmrs_port_utilization.csv,figures/results/rfig_37.png,figures/results/rfig_37.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-38,,Mean and 5th-percentile throughput versus maximum orthogonal DMRS ports,MULTICELL_SLS,C15,dmrs_port_sls_results.csv,figures/results/rfig_38.png,figures/results/rfig_38.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-39,,Multi-slot PUSCH BLER versus SNR by processing model,CALIBRATED_LLS,C16,multislot_bler.csv,figures/results/rfig_39.png,figures/results/rfig_39.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-40,,Multi-slot goodput versus duration and TBS rule,CALIBRATED_LLS,"C16,C19",multislot_goodput.csv,figures/results/rfig_40.png,figures/results/rfig_40.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-41,,Decoder start and final decision time versus segment mapping,CALIBRATED_LLS,C17,multislot_decoder_timeline.csv,figures/results/rfig_41.png,figures/results/rfig_41.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-42,,Peak coded-bit and LLR buffer versus duration,CALIBRATED_LLS,C17,multislot_buffer.csv,figures/results/rfig_42.png,figures/results/rfig_42.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-43,,Effective code rate under unavailable-resource patterns,CALIBRATED_LLS,C19,multislot_effective_code_rate.csv,figures/results/rfig_43.png,figures/results/rfig_43.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-44,,Residual common phase error versus PT-RS mode,CALIBRATED_LLS,C18,ptrs_residual_cpe.csv,figures/results/rfig_44.png,figures/results/rfig_44.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-45,,PT-RS BLER/goodput versus reference-signal overhead,CALIBRATED_LLS,C18,ptrs_link_overhead.csv,figures/results/rfig_45.png,figures/results/rfig_45.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-46,,Scrambling/combining performance for continuous and segment-dependent initialization,CALIBRATED_LLS,C19,multislot_scrambling.csv,figures/results/rfig_46.png,figures/results/rfig_46.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-47,,Sequence-based and coded UCI BLER/BER versus SNR,CALIBRATED_LLS,C20,uci_family_link.csv,figures/results/rfig_47.png,figures/results/rfig_47.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-48,,"DTX-to-ACK, ACK-missed and NACK-to-ACK versus SNR",CALIBRATED_LLS,C20,uci_rare_event.csv,figures/results/rfig_48.png,figures/results/rfig_48.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-49,,UCI receiver complexity versus payload and sequence structure,CALIBRATED_LLS,C20,uci_complexity.csv,figures/results/rfig_49.png,figures/results/rfig_49.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-50,,UCI PAPR and cubic-metric CCDF,CALIBRATED_LLS,"C20,C21",uci_rf.csv,figures/results/rfig_50.png,figures/results/rfig_50.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-51,,Multi-port UCI BLER versus SNR,CALIBRATED_LLS,C21,uci_multiport_link.csv,figures/results/rfig_51.png,figures/results/rfig_51.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-52,,Multi-port UCI performance versus sounding/indication overhead,CALIBRATED_LLS,C21,uci_multiport_overhead.csv,figures/results/rfig_52.png,figures/results/rfig_52.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-53,,MRSS usable-resource utilization versus NR activity,MULTICELL_SLS,C22,mrss_resource_utilization.csv,figures/results/rfig_53.png,figures/results/rfig_53.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-54,,MRSS 6GR BLER and goodput versus NR activity/load,MULTICELL_SLS,C22,mrss_link_system_results.csv,figures/results/rfig_54.png,figures/results/rfig_54.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-55,,MRSS usable-RE and TBS distribution,MULTICELL_SLS,C22,mrss_usable_re_tbs.csv,figures/results/rfig_55.png,figures/results/rfig_55.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-56,,Antenna-randomization performance CDF,CALIBRATED_LLS,C23,antenna_randomization_cdf.csv,figures/results/rfig_56.png,figures/results/rfig_56.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-57,,Codebook/reciprocity robustness heat map across antenna subsets,CALIBRATED_LLS,C23,antenna_subset_robustness.csv,figures/results/rfig_57.png,figures/results/rfig_57.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-58,,Antenna-set selection BLER/goodput versus SNR,CALIBRATED_LLS,C24,antenna_selection_lls.csv,figures/results/rfig_58.png,figures/results/rfig_58.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-59,,Selected-set stability and sounding overhead versus update period,CALIBRATED_LLS,C24,antenna_selection_stability.csv,figures/results/rfig_59.png,figures/results/rfig_59.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-60,,Antenna-set selection mean and 5th-percentile throughput,MULTICELL_SLS,C24,antenna_selection_sls.csv,figures/results/rfig_60.png,figures/results/rfig_60.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-61,,Open-loop transmit-diversity fallback BLER versus SNR,CALIBRATED_LLS,C25,open_loop_txd.csv,figures/results/rfig_61.png,figures/results/rfig_61.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-62,,Multi-layer DFT-s-OFDM goodput and PAPR trade-off,CALIBRATED_LLS,C25,dfts_ofdm_multilayer.csv,figures/results/rfig_62.png,figures/results/rfig_62.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
RFIG-63,,Full-power and unequal-PA sensitivity,CALIBRATED_LLS,C25,full_power_pa_sensitivity.csv,figures/results/rfig_63.png,figures/results/rfig_63.pdf,YES for applicable campaign; BLOCKED allowed only with explicit dependency,Only when calibration/SLS gate passes,Measured companion result; do not overwrite conceptual TDoc figures.
