ScenarioID,ConfigHash,RunTag,RunnerProfile,Category,ParameterName,ConfiguredValue,ResolvedRuntimeValue,ResolvedMATLABPath,RuntimeConsumer,BrowserExposed,YAMLExposed,RuntimeDerived,HiddenFallbackRemoved,OwnershipClass,SourceOfTruth,CanonicalArtifact,Definition
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","radio_timing","frequency.duplex_mode","TDD","TDD","phy.duplex.mode","buildInternalConfig -> cfg.phy.duplex.mode",0,1,0,1,"yaml_only","yaml_frequency.duplex_mode","reports/csv/config_roundtrip_verification.csv","Duplex mode is YAML-owned and resolves into runtime duplex semantics."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","radio_timing","frame.cp_type","normal","normal","phy.carrier.CyclicPrefix","buildInternalConfig -> cfg.phy.carrier.CyclicPrefix",0,1,0,1,"yaml_only","yaml_frame.cp_type","reports/csv/config_roundtrip_verification.csv","Cyclic-prefix selection is YAML-owned and reaches the runtime carrier object."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","radio_timing","frame.tdd_pattern","DDDSU","DDDSU","phy.duplex.tddPattern","buildInternalConfig -> cfg.phy.duplex.tddPattern",0,1,0,1,"yaml_only","yaml_frame.tdd_pattern","reports/csv/config_roundtrip_verification.csv","TDD pattern stays YAML-owned and resolves into runtime duplex scheduling semantics."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","mobility","mobility.ue_speed_kmh","3","3","@mobility_speed_kmh","buildInternalConfig -> cfg.scenario.mobility.speed_kmh",1,1,0,1,"browser_exposed","browser_or_yaml_mobility.ue_speed_kmh","reports/csv/runtime_operating_mode.csv","UE speed is a mobility input, not Doppler; Doppler is derived later from speed and carrier frequency."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","mobility","mobility.trajectory_model","randomWaypoint","randomWaypoint","scenario.mobility.model","buildInternalConfig -> cfg.scenario.mobility.model",1,1,0,1,"browser_exposed","browser_or_yaml_mobility.trajectory_model","reports/csv/deployment_layout_reference.csv","Mobility model is resolved directly into the runtime mobility controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","mobility","mobility.update_period_s","0.0005","0.0005","scenario.mobility.updatePeriod_s","buildInternalConfig -> cfg.scenario.mobility.updatePeriod_s",0,1,0,1,"yaml_only","yaml_mobility.update_period_s","reports/csv/config_roundtrip_verification.csv","Mobility update period is YAML-owned and feeds the runtime mobility controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","mobility","mobility.zigzag_segment_duration_s","0.0025","0.0025","scenario.mobility.zigzagSegmentDuration_s","buildInternalConfig -> cfg.scenario.mobility.zigzagSegmentDuration_s",0,1,0,1,"yaml_only","yaml_mobility.zigzag_segment_duration_s","reports/csv/config_roundtrip_verification.csv","Zigzag segment duration is YAML-owned and feeds the runtime mobility controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","mobility","mobility.zigzag_turn_angle_deg","35","35","scenario.mobility.zigzagTurnAngle_deg","buildInternalConfig -> cfg.scenario.mobility.zigzagTurnAngle_deg",0,1,0,1,"yaml_only","yaml_mobility.zigzag_turn_angle_deg","reports/csv/config_roundtrip_verification.csv","Zigzag turn angle is YAML-owned and feeds the runtime mobility controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","mimo.n_tx_ant","64","64","scenario.bs.nTxAnt","buildInternalConfig -> cfg.scenario.bs.nTxAnt",0,1,0,1,"yaml_only","yaml_mimo.n_tx_ant","reports/csv/config_roundtrip_verification.csv","Configured BS Tx-chain count is YAML-owned and reaches the runtime scenario and PHY configuration."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","mimo.n_rx_ant","4","4","scenario.ue.nRxAnt","buildInternalConfig -> cfg.scenario.ue.nRxAnt",0,1,0,1,"yaml_only","yaml_mimo.n_rx_ant","reports/csv/config_roundtrip_verification.csv","Configured UE Rx-chain count is YAML-owned and reaches the runtime scenario and PHY configuration."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","mimo.n_layers","2","2","phy.pdsch.nLayers","buildInternalConfig -> cfg.phy.pdsch.nLayers / cfg.phy.pusch.nLayers",0,1,0,1,"yaml_only","yaml_mimo.n_layers","air_interface/csv/dl_pdsch_trials.csv","Configured layer count reaches the active DL/UL waveform chain and raw trial tables."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.bs_array_geometry","ura","ura","antenna.bs.geometry","buildInternalConfig.localApplyRuntimeAntennaConfig -> BS runtime array geometry",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.bs_array_geometry","air_interface/csv/dl_pdsch_trials.csv","BS array geometry reaches the runtime array object used by beam/precoding and raw trial exports."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.ue_array_geometry","ula","ula","antenna.ue.geometry","buildInternalConfig.localApplyRuntimeAntennaConfig -> UE runtime array geometry",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.ue_array_geometry","air_interface/csv/ul_pusch_trials.csv","UE array geometry reaches the runtime array object used by raw UL trials."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.bs_num_antenna_elements","64","64","antenna.bs.numElements","buildInternalConfig.localApplyRuntimeAntennaConfig -> BS runtime array element count",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.bs_num_antenna_elements","air_interface/csv/dl_pdsch_trials.csv","BS antenna element count is preserved in runtime cfg and raw trial antenna evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.ue_num_antenna_elements","4","4","antenna.ue.numElements","buildInternalConfig.localApplyRuntimeAntennaConfig -> UE runtime array element count",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.ue_num_antenna_elements","air_interface/csv/ul_pusch_trials.csv","UE antenna element count is preserved in runtime cfg and raw trial antenna evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.element_spacing_h","0.5","0.5","@bs_spacing_h","buildInternalConfig.localApplyRuntimeAntennaConfig -> BS/UE runtime spacingLambda",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.element_spacing_h","air_interface/csv/dl_pdsch_trials.csv","Horizontal element spacing reaches the runtime antenna geometry used by the waveform path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.element_spacing_v","0.5","0.5","@bs_spacing_v","buildInternalConfig.localApplyRuntimeAntennaConfig -> BS/UE runtime spacingLambda",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.element_spacing_v","air_interface/csv/dl_pdsch_trials.csv","Vertical element spacing reaches the runtime antenna geometry used by the waveform path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","antenna_and_array.polarization","cross","cross","antenna.bs.polarization","buildInternalConfig.localApplyRuntimeAntennaConfig -> runtime polarization",1,1,0,1,"browser_exposed","browser_or_yaml_antenna_and_array.polarization","air_interface/csv/dl_pdsch_trials.csv","Antenna polarization survives into runtime antenna evidence exported by raw trials."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","antenna","mimo.beam_count","32","32","phy.beamManagement.beamCount","buildInternalConfig -> cfg.phy.beamManagement.beamCount",0,1,0,1,"yaml_only","yaml_mimo.beam_count","reports/csv/config_roundtrip_verification.csv","Configured beam-count budget is YAML-owned and reaches runtime beam-management configuration."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.model_type","CDL","CDL","channel.model","buildInternalConfig -> cfg.channel.model",1,1,0,1,"browser_exposed","browser_or_yaml_channels.model_type","air_interface/csv/dl_pdsch_trials.csv","Channel model is resolved into the active runtime channel family."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.profile","CDL-D","CDL-D","@channel_profile","buildInternalConfig -> concrete delay/fading profile",1,1,0,1,"browser_exposed","browser_or_yaml_channels.profile","reports/csv/config_roundtrip_verification.csv","Concrete fading profile remains part of the runtime channel identity."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.delay_spread_ns","300","300","@delay_spread_ns","buildInternalConfig -> cfg.channel.fading.delaySpread_s",0,1,0,1,"yaml_only","yaml_channels.delay_spread_ns","reports/csv/config_roundtrip_verification.csv","Delay spread is resolved into runtime seconds for the fading model."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.pathloss_enabled","1","1","channel.pathlossEnabled","buildInternalConfig -> cfg.channel.pathlossEnabled",1,1,0,1,"browser_exposed","browser_or_yaml_channels.pathloss_enabled","reports/csv/config_roundtrip_verification.csv","Pathloss enablement is a resolved runtime channel flag."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.shadow_fading_enabled","1","1","channel.shadowFadingEnabled","buildInternalConfig -> cfg.channel.shadowFadingEnabled",1,1,0,1,"browser_exposed","browser_or_yaml_channels.shadow_fading_enabled","reports/csv/config_roundtrip_verification.csv","Shadow fading enablement is a resolved runtime channel flag."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.los_enabled","0","0","channel.losEnabled","buildInternalConfig -> cfg.channel.losEnabled",1,1,0,1,"browser_exposed","browser_or_yaml_channels.los_enabled","reports/csv/config_roundtrip_verification.csv","LOS enablement is a resolved runtime channel flag."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.spatial_consistency_enabled","1","1","channel.spatialConsistencyEnabled","buildInternalConfig -> cfg.channel.spatialConsistencyEnabled",1,1,0,1,"browser_exposed","browser_or_yaml_channels.spatial_consistency_enabled","reports/csv/config_roundtrip_verification.csv","Spatial-consistency control is a resolved runtime channel flag."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.doppler_source_mode","derive_from_ue_speed","derive_from_ue_speed","channel.dopplerSourceMode","buildInternalConfig.localResolveDopplerSourceMode -> cfg.channel.dopplerSourceMode",1,1,0,1,"browser_exposed","browser_or_yaml_channels.doppler_source_mode","reports/csv/runtime_operating_mode.csv","Doppler source mode is emitted into runtime operating mode for browser/runtime verification."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.doppler_hz","11.1111111111","11.1111111111","channel.dopplerConfigured_Hz","buildInternalConfig -> cfg.channel.dopplerConfigured_Hz",0,1,0,1,"yaml_only","yaml_channels.doppler_hz","reports/csv/config_roundtrip_verification.csv","Configured Doppler is YAML-owned and only becomes the active Doppler when doppler_source_mode resolves to configured."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.pathloss_model","nrPathLoss","nrPathLoss","channel.pathloss.model","buildInternalConfig -> cfg.channel.pathloss.model",0,1,0,1,"yaml_only","yaml_channels.pathloss_model","reports/csv/config_roundtrip_verification.csv","Pathloss model token is YAML-owned and reaches the runtime channel model."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","channel","channels.shadow_fading_std_db","6","6","channel.shadowFadingStd_dB","buildInternalConfig -> cfg.channel.shadowFadingStd_dB",0,1,0,1,"yaml_only","yaml_channels.shadow_fading_std_db","reports/csv/config_roundtrip_verification.csv","Shadow-fading standard deviation is YAML-owned and reaches the runtime channel model."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","noise_interference","simulation.snr_db","12","12","channel.snr_dB","buildInternalConfig -> cfg.channel.snr_dB",1,1,0,1,"browser_exposed","browser_or_yaml_simulation.snr_db","air_interface/csv/dl_pdsch_trials.csv","Configured SNR is preserved as reference metadata for the active runtime path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","noise_interference","simulation.noise_operating_mode","receiver_noise_figure_thermal_noise","receiver_noise_figure_thermal_noise","run.noiseOperatingMode","buildInternalConfig.localResolveNoiseOperatingMode -> cfg.run.noiseOperatingMode",1,1,0,1,"browser_exposed","browser_or_yaml_simulation.noise_operating_mode","reports/csv/runtime_operating_mode.csv","Noise operating mode is emitted into runtime operating mode for browser/runtime verification."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","noise_interference","power_and_rf_frontend.ue_noise_figure_db","7","7","channel.receiverNoiseFigure_dB","buildInternalConfig.localResolveUENoiseFigure_dB -> cfg.channel.receiverNoiseFigure_dB",1,1,0,1,"browser_exposed","browser_or_yaml_power_and_rf_frontend.ue_noise_figure_db","reports/csv/config_roundtrip_verification.csv","Receiver noise figure is resolved into the runtime channel/noise model."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","noise_interference","interference.inter_cell_execution_mode","full_per_link_channel_waveform_sum","full_per_link_channel_waveform_sum","run.interferenceExecutionMode","buildInternalConfig.localResolveInterferenceExecutionMode -> cfg.run.interferenceExecutionMode",1,1,0,1,"browser_exposed","browser_or_yaml_interference.inter_cell_execution_mode","reports/csv/runtime_operating_mode.csv","Interference execution mode is emitted into runtime operating mode and raw trial evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","noise_interference","receiver.use_ideal_timing_sync","0","0","phy.rx.useIdealTimingSync","buildInternalConfig -> cfg.phy.rx.useIdealTimingSync",0,1,0,1,"yaml_only","yaml_receiver.use_ideal_timing_sync","reports/csv/config_roundtrip_verification.csv","Ideal-timing-sync policy is YAML-owned and reaches the active receiver timing path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","noise_interference","impairments.cfo_hz","40","40","phy.impairments.cfoHz","buildInternalConfig -> cfg.phy.impairments.cfoHz",0,1,0,1,"yaml_only","yaml_impairments.cfo_hz","reports/csv/config_roundtrip_verification.csv","Configured CFO impairment is YAML-owned and reaches the runtime impairment chain."
