ScenarioID,ConfigHash,RunTag,RunnerProfile,FieldName,ValueSource,ValueRole,ValueStatus,ValueDefinition,FinalizedFlag,PlaceholderFlag,FallbackFlag,NAReason,CanonicalArtifacts
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","Numerology_mu","scs_to_nr_numerology_derivation","derived","OK","NR numerology mu derived from resolved subcarrier spacing.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SlotDuration_ms","nr_mu_to_slot_duration_derivation","derived","OK","Slot duration derived from resolved NR numerology.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SlotsPerFrame","nr_mu_to_slots_per_frame_derivation","derived","OK","Slots-per-frame count derived from resolved NR numerology.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SymbolsPerSlot","nr_normal_cp_standard_constant","derived","OK","Symbols-per-slot value used by the active runtime numerology export.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredGridNumRBs","resolved_frequency_n_size_grid","configured","OK","Configured NRB grid size from resolved config.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ActiveGridNumRBs","runtime_numerology_active_grid_selection","resolved","OK","Active runtime NRB grid size after numerology resolution.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ActiveGridSource","runtime_numerology_active_grid_selection","resolved","OK","Source token explaining how the active NRB grid was selected.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","NumerologySource","runtime_numerology_resolution","resolved","OK","Source token explaining how runtime numerology was resolved.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TimingInterpretationSource","runtime_numerology_resolution","resolved","OK","Source token explaining how slot timing semantics were interpreted at runtime.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","CQITable","resolved_cqi_table_config","resolved","OK","Resolved CQI table consumed by the active CSI and AMC path.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","MCSTable","resolved_mcs_table_config","resolved","OK","Resolved MCS table consumed by the active AMC path.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","CQISource","resolved_link_adaptation_cqi_source","resolved","OK","Resolved CQI source policy token used by link adaptation.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredLinkAdaptationMode","resolved_link_adaptation_config","configured","OK","Configured link-adaptation mode, separate from scheduler-applied operating-point reality.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredMCSSelectionPolicy","resolved_link_adaptation_policy_classification","configured","OK","Configured MCS-selection policy class derived from the resolved link-adaptation configuration.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","RequestedOperatingPointSource","configured_operating_point_request","resolved","OK","Configured operating-point source requested by the active runtime policy before grant replay or runtime overrides.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","RequestedBeamIndexSet","configured_or_runtime_beam_request_reference","resolved","OK","Requested beam index set reference carried by the active runtime row before any waveform-applied beam materialization.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","RequestedPrecoderPMI","scheduler_grant_or_csi_feedback_request","resolved","OK","Requested PMI before actual waveform precoder application.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedPrecoderPMI","waveform_precoder_application","applied","OK","Waveform-applied precoder PMI when the active path materializes one; see AppliedPrecoderPMITruthClassification when simplified UL paths leave it unavailable.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedBeamIndexSet","waveform_precoder_application","applied","OK","Beam index set recovered from the actual waveform-applied precoder path when materialized; see AppliedBeamTruthClassification when simplified UL paths leave it unavailable.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","RequestedBeamTruthClassification","requested_beam_reference_classifier","derived","OK","Truth label for RequestedBeamIndexSet, separating requested beam references from applied waveform values.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","RequestedPrecoderPMITruthClassification","requested_pmi_reference_classifier","derived","OK","Truth label for RequestedPrecoderPMI, separating requested PMI references from applied waveform values.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedBeamApplicationSource","runtime_precoder_application_path","derived","OK","Source token explaining how the active runtime path did or did not materialize an applied beam index set.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedBeamTruthClassification","applied_beam_truth_classifier","derived","OK","Truth label for AppliedBeamIndexSet, distinguishing applied waveform beam values from UL paths where no applied beam value was materialized.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedPrecoderPMIApplicationSource","runtime_precoder_application_path","derived","OK","Source token explaining how the active runtime path did or did not materialize an applied precoder PMI.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedPrecoderPMITruthClassification","applied_pmi_truth_classifier","derived","OK","Truth label for AppliedPrecoderPMI, distinguishing applied waveform PMI values from UL paths where no applied PMI was materialized.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredBeamSelectionStrategy","resolved_user_beam_selection_policy","configured","OK","Configured beam-selection strategy requested for the active user context.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","BeamSelectionStrategy","runtime_beam_selection_policy","resolved","OK","Beam-selection strategy token actually carried by the active runtime trial row.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SelectedBeamIndex","runtime_beam_selection","applied","OK","Beam index selected by the active runtime beam-selection path.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","BestBeamIndex","runtime_beam_quality_ranking","estimated","OK","Best-beam estimate computed from runtime beam-quality ranking, distinct from the selected beam.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TransformPrecodingApplied","runtime_ul_waveform_configuration","applied","OK","Whether transform precoding was actually applied by the active UL waveform path.",1,0,0,"","air_interface/csv/ul_pusch_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","WidebandCQI","receiver_hest_csi_feedback","estimated","OK","Estimated CQI from CSI feedback path.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","MCS","scheduler_grant","applied","OK","Actual transmitted MCS from the scheduler grant.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","Modulation","scheduler_grant","applied","OK","Actual transmitted modulation from the scheduler grant.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TargetCodeRate","scheduler_grant","applied","OK","Actual transmitted target code rate from the scheduler grant.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ActualMCSSelectionMode","raw_trial_runtime_evidence","applied","OK","Actual runtime operating-point authority summarized from raw trials.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SchedulerGrantMCSSelectionMode","scheduler_grant","applied","OK","Scheduler grant MCS-selection mode exported separately from configured policy.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","AppliedOperatingPointSource","runtime_operating_point_authority","applied","OK","Actual runtime source that applied the transmitted operating point.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","GrantControlState","coupled_runtime_control_state","runtime_state_derived","OK","Grant control gating state from the coupled runtime coordinator.",1,0,0,"","packet_flow/csv/live_*_scheduler_grants.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","NoiseOperatingMode","resolved_noise_operating_mode","resolved","OK","Resolved runtime noise-operating mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","InterferenceMode","resolved_interference_execution_mode","resolved","OK","Resolved runtime interference-execution mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","BrowserExecutionMode","resolved_browser_execution_mode","configured","OK","Resolved browser/run-control execution-mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","UserExecutionModel","resolved_multi_user_execution_model","configured","OK","Resolved user execution-model token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredUsers","resolved_multi_user_configuration","configured","OK","Resolved configured-user count used by the active multi-user runtime.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredWorkers","resolved_parallel_worker_request","configured","OK","Configured worker count requested by the run-control config.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredBatchSizeLinks","resolved_coupled_grant_batch_size","configured","OK","Configured link-batch size used to chunk coupled grant execution and live raw-trial publication.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredSchedulerType","resolved_scheduler_type","configured","OK","Configured scheduler type used by the active coupled runtime schedulers.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredMeasurementPeriodSlots","resolved_measurement_period_slots","configured","OK","Configured serving/measurement cadence in slots.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredBeamUpdatePeriodSlots","resolved_beam_update_period_slots","configured","OK","Configured beam-update cadence in slots.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredTrafficModel","resolved_traffic_model","configured","OK","Configured traffic model token used to build the active runtime offered-load process.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredTrafficTransport","resolved_traffic_transport","configured","OK","Configured transport token for the active runtime offered-load process.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredTrafficFlowDirection","resolved_traffic_flow_direction","configured","OK","Configured traffic flow-direction token for the active runtime offered-load process.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
