RunID,PDUId,Direction,PDUType,QFI,RDI,RQI,DC,HeaderHex,EncodedSHA256,DecodedSHA256,MismatchCount,Status
"PROTOCOL-20260727-071456","67","DL","DATA","11","0","0",,"0B","e7cf46a078fed4fafd0b5e3aff144802b853f8ae459a4f0c14add3314b7cc3a6","e7cf46a078fed4fafd0b5e3aff144802b853f8ae459a4f0c14add3314b7cc3a6","0","PASS"
"PROTOCOL-20260727-071456","68","DL","DATA","11","0","1",,"4B","86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177","86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177","0","PASS"
"PROTOCOL-20260727-071456","69","DL","DATA","11","1","0",,"8B","3ebe1b59762a1c8020c1efe3747dd07f0e30617ed60b4e6a5bee16b6ea421dd0","3ebe1b59762a1c8020c1efe3747dd07f0e30617ed60b4e6a5bee16b6ea421dd0","0","PASS"
"PROTOCOL-20260727-071456","70","DL","DATA","11","1","1",,"CB","383e5d7d58caa41ce723cf16af471b38f6ee9065c032d07fa6bef1678cb72f1d","383e5d7d58caa41ce723cf16af471b38f6ee9065c032d07fa6bef1678cb72f1d","0","PASS"
"PROTOCOL-20260727-071456","71","UL","DATA","11",,,"1","8B","3ebe1b59762a1c8020c1efe3747dd07f0e30617ed60b4e6a5bee16b6ea421dd0","3ebe1b59762a1c8020c1efe3747dd07f0e30617ed60b4e6a5bee16b6ea421dd0","0","PASS"
"PROTOCOL-20260727-071456","72","UL","END_MARKER","11",,,"0","0B","e7cf46a078fed4fafd0b5e3aff144802b853f8ae459a4f0c14add3314b7cc3a6","e7cf46a078fed4fafd0b5e3aff144802b853f8ae459a4f0c14add3314b7cc3a6","0","PASS"
"PROTOCOL-20260727-071456","73","DL","DATA","12","0","0",,"0C","ef6cbd2161eaea7943ce8693b9824d23d1793ffb1c0fca05b600d3899b44c977","ef6cbd2161eaea7943ce8693b9824d23d1793ffb1c0fca05b600d3899b44c977","0","PASS"
"PROTOCOL-20260727-071456","74","DL","DATA","12","0","1",,"4C","72dfcfb0c470ac255cde83fb8fe38de8a128188e03ea5ba5b2a93adbea1062fa","72dfcfb0c470ac255cde83fb8fe38de8a128188e03ea5ba5b2a93adbea1062fa","0","PASS"
"PROTOCOL-20260727-071456","75","DL","DATA","12","1","0",,"8C","9defb0a9e163278be0e05aa01b312ec78cfa3726869503385e76e3a4b7950648","9defb0a9e163278be0e05aa01b312ec78cfa3726869503385e76e3a4b7950648","0","PASS"
"PROTOCOL-20260727-071456","76","DL","DATA","12","1","1",,"CC","1dd8312636f6a0bf3d21fa2855e63072507453e93a5ced4301b364e91c9d87d6","1dd8312636f6a0bf3d21fa2855e63072507453e93a5ced4301b364e91c9d87d6","0","PASS"
"PROTOCOL-20260727-071456","77","UL","DATA","12",,,"1","8C","9defb0a9e163278be0e05aa01b312ec78cfa3726869503385e76e3a4b7950648","9defb0a9e163278be0e05aa01b312ec78cfa3726869503385e76e3a4b7950648","0","PASS"
"PROTOCOL-20260727-071456","78","UL","END_MARKER","12",,,"0","0C","ef6cbd2161eaea7943ce8693b9824d23d1793ffb1c0fca05b600d3899b44c977","ef6cbd2161eaea7943ce8693b9824d23d1793ffb1c0fca05b600d3899b44c977","0","PASS"
"PROTOCOL-20260727-071456","79","DL","DATA","13","0","0",,"0D","9d1e0e2d9459d06523ad13e28a4093c2316baafe7aec5b25f30eba2e113599c4","9d1e0e2d9459d06523ad13e28a4093c2316baafe7aec5b25f30eba2e113599c4","0","PASS"
"PROTOCOL-20260727-071456","80","DL","DATA","13","0","1",,"4D","08f271887ce94707da822d5263bae19d5519cb3614e0daedc4c7ce5dab7473f1","08f271887ce94707da822d5263bae19d5519cb3614e0daedc4c7ce5dab7473f1","0","PASS"
"PROTOCOL-20260727-071456","81","DL","DATA","13","1","0",,"8D","075198bfe61765d35f990debe90959d438a943ceeb9d39440e7db5455d449086","075198bfe61765d35f990debe90959d438a943ceeb9d39440e7db5455d449086","0","PASS"
"PROTOCOL-20260727-071456","82","DL","DATA","13","1","1",,"CD","9a7b7b3a5d50781b4f4768cd7ce223168f6b449b78ad6ac594db5788c3b805d1","9a7b7b3a5d50781b4f4768cd7ce223168f6b449b78ad6ac594db5788c3b805d1","0","PASS"
"PROTOCOL-20260727-071456","83","UL","DATA","13",,,"1","8D","075198bfe61765d35f990debe90959d438a943ceeb9d39440e7db5455d449086","075198bfe61765d35f990debe90959d438a943ceeb9d39440e7db5455d449086","0","PASS"
"PROTOCOL-20260727-071456","84","UL","END_MARKER","13",,,"0","0D","9d1e0e2d9459d06523ad13e28a4093c2316baafe7aec5b25f30eba2e113599c4","9d1e0e2d9459d06523ad13e28a4093c2316baafe7aec5b25f30eba2e113599c4","0","PASS"
"PROTOCOL-20260727-071456","85","DL","DATA","14","0","0",,"0E","4d7b3ef7300acf70c892d8327db8272f54434adbc61a4e130a563cb59a0d0f47","4d7b3ef7300acf70c892d8327db8272f54434adbc61a4e130a563cb59a0d0f47","0","PASS"
"PROTOCOL-20260727-071456","86","DL","DATA","14","0","1",,"4E","8ce86a6ae65d3692e7305e2c58ac62eebd97d3d943e093f577da25c36988246b","8ce86a6ae65d3692e7305e2c58ac62eebd97d3d943e093f577da25c36988246b","0","PASS"
"PROTOCOL-20260727-071456","87","DL","DATA","14","1","0",,"8E","949f94d858ef6ad1333164d796a0d777fd82f9155ece7d6fad68c0b992f0e7af","949f94d858ef6ad1333164d796a0d777fd82f9155ece7d6fad68c0b992f0e7af","0","PASS"
"PROTOCOL-20260727-071456","88","DL","DATA","14","1","1",,"CE","c337ded6f56c07205fb7b391654d7d463c9e0c726869523ae6024c9bec878878","c337ded6f56c07205fb7b391654d7d463c9e0c726869523ae6024c9bec878878","0","PASS"
"PROTOCOL-20260727-071456","89","UL","DATA","14",,,"1","8E","949f94d858ef6ad1333164d796a0d777fd82f9155ece7d6fad68c0b992f0e7af","949f94d858ef6ad1333164d796a0d777fd82f9155ece7d6fad68c0b992f0e7af","0","PASS"
"PROTOCOL-20260727-071456","90","UL","END_MARKER","14",,,"0","0E","4d7b3ef7300acf70c892d8327db8272f54434adbc61a4e130a563cb59a0d0f47","4d7b3ef7300acf70c892d8327db8272f54434adbc61a4e130a563cb59a0d0f47","0","PASS"
"PROTOCOL-20260727-071456","91","DL","DATA","15","0","0",,"0F","dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8","dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8","0","PASS"
"PROTOCOL-20260727-071456","92","DL","DATA","15","0","1",,"4F","c4694f2e93d5c4e7d51f9c5deb75e6cc8be5e1114178c6a45b6fc2c566a0aa8c","c4694f2e93d5c4e7d51f9c5deb75e6cc8be5e1114178c6a45b6fc2c566a0aa8c","0","PASS"
"PROTOCOL-20260727-071456","93","DL","DATA","15","1","0",,"8F","5e37305c587caf07e99a08e1efd0749fd3bbbb855752e4d568ac2dbfc2025464","5e37305c587caf07e99a08e1efd0749fd3bbbb855752e4d568ac2dbfc2025464","0","PASS"
"PROTOCOL-20260727-071456","94","DL","DATA","15","1","1",,"CF","7a4a4b50f5121ed5310ece45a7eeb7af5545af63ee2ae52add4f37788f075b1d","7a4a4b50f5121ed5310ece45a7eeb7af5545af63ee2ae52add4f37788f075b1d","0","PASS"
"PROTOCOL-20260727-071456","95","UL","DATA","15",,,"1","8F","5e37305c587caf07e99a08e1efd0749fd3bbbb855752e4d568ac2dbfc2025464","5e37305c587caf07e99a08e1efd0749fd3bbbb855752e4d568ac2dbfc2025464","0","PASS"
"PROTOCOL-20260727-071456","96","UL","END_MARKER","15",,,"0","0F","dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8","dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8","0","PASS"
"PROTOCOL-20260727-071456","97","DL","DATA","16","0","0",,"10","c555eab45d08845ae9f10d452a99bfcb06f74a50b988fe7e48dd323789b88ee3","c555eab45d08845ae9f10d452a99bfcb06f74a50b988fe7e48dd323789b88ee3","0","PASS"
"PROTOCOL-20260727-071456","98","DL","DATA","16","0","1",,"50","5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2","5c62e091b8c0565f1bafad0dad5934276143ae2ccef7a5381e8ada5b1a8d26d2","0","PASS"
"PROTOCOL-20260727-071456","99","DL","DATA","16","1","0",,"90","9e076ceaf246b6003d9c2680a2b4cf0bffd069805902b0b5edeebf49039fe4bd","9e076ceaf246b6003d9c2680a2b4cf0bffd069805902b0b5edeebf49039fe4bd","0","PASS"
"PROTOCOL-20260727-071456","100","DL","DATA","16","1","1",,"D0","d4b0c0a4a8cc6c257aed34d16d39dd3c2d3539ed67fd4badd40aef16c1591715","d4b0c0a4a8cc6c257aed34d16d39dd3c2d3539ed67fd4badd40aef16c1591715","0","PASS"
"PROTOCOL-20260727-071456","101","UL","DATA","16",,,"1","90","9e076ceaf246b6003d9c2680a2b4cf0bffd069805902b0b5edeebf49039fe4bd","9e076ceaf246b6003d9c2680a2b4cf0bffd069805902b0b5edeebf49039fe4bd","0","PASS"
"PROTOCOL-20260727-071456","102","UL","END_MARKER","16",,,"0","10","c555eab45d08845ae9f10d452a99bfcb06f74a50b988fe7e48dd323789b88ee3","c555eab45d08845ae9f10d452a99bfcb06f74a50b988fe7e48dd323789b88ee3","0","PASS"
"PROTOCOL-20260727-071456","103","DL","DATA","17","0","0",,"11","4a64a107f0cb32536e5bce6c98c393db21cca7f4ea187ba8c4dca8b51d4ea80a","4a64a107f0cb32536e5bce6c98c393db21cca7f4ea187ba8c4dca8b51d4ea80a","0","PASS"
"PROTOCOL-20260727-071456","104","DL","DATA","17","0","1",,"51","4ae81572f06e1b88fd5ced7a1a000945432e83e1551e6f721ee9c00b8cc33260","4ae81572f06e1b88fd5ced7a1a000945432e83e1551e6f721ee9c00b8cc33260","0","PASS"
"PROTOCOL-20260727-071456","105","DL","DATA","17","1","0",,"91","7da59d0dfbe21f43e842e8afb43e12a6445bbac07c2fc26984c71d0de3f99c9c","7da59d0dfbe21f43e842e8afb43e12a6445bbac07c2fc26984c71d0de3f99c9c","0","PASS"
"PROTOCOL-20260727-071456","106","DL","DATA","17","1","1",,"D1","b5c9a5f48292e3fbc1b4b3cd495d76cf68697ad02baf09c1740d37250f776599","b5c9a5f48292e3fbc1b4b3cd495d76cf68697ad02baf09c1740d37250f776599","0","PASS"
"PROTOCOL-20260727-071456","107","UL","DATA","17",,,"1","91","7da59d0dfbe21f43e842e8afb43e12a6445bbac07c2fc26984c71d0de3f99c9c","7da59d0dfbe21f43e842e8afb43e12a6445bbac07c2fc26984c71d0de3f99c9c","0","PASS"
